scene,speaker,text,label
Ses02M_script02_1,Ses02M_script02_1_F,Yea.,neu
Ses02M_script02_1,Ses02M_script02_1_M,"You cold, you want my jacket? We should've - we should've brought our blanket, our blanket, how could we forget to bring the blanket?",exc
Ses02M_script02_1,Ses02M_script02_1_M,"Oh, a six-pack, that's, should've brought a -- a six-pack be just the ticket right now. How could I forget,",exc
Ses02M_script02_1,Ses02M_script02_1_M,"oh man. Like a kid, it's amazing I got out of the house with my fly zipped.",exc
Ses02M_script02_1,Ses02M_script02_1_M,You think they can hear us talk or feel the vibrations in the sand when we move around?,exc
Ses02M_script02_1,Ses02M_script02_1_F,I'm cold.,neu
Ses02M_script02_1,Ses02M_script02_1_M,What you want my jacket?,
Ses02M_script02_1,Ses02M_script02_1_F,It's after eleven. Let's just go home.,fru
Ses02M_script02_1,Ses02M_script02_1_M,"Are you kidding, we'd miss it. We, we just got here. What's the point in coming down here if we just turn around and go home?",fru
Ses02M_script02_1,Ses02M_script02_1_F,There is no point in coming down here.,fru
Ses02M_script02_1,Ses02M_script02_1_M,Right.,
Ses02M_script02_1,Ses02M_script02_1_F,That's my point.,fru
Ses02M_script02_1,Ses02M_script02_1_M,That's my point too.,
Ses02M_script02_1,Ses02M_script02_1_F,So let's go.,fru
Ses02M_script02_1,Ses02M_script02_1_M,No. No. That's not my point. The point is there is no point in coming down here if we just leave. Don't you want to see it?,
Ses02M_script02_1,Ses02M_script02_1_F,Not particularly.,neu
Ses02M_script02_1,Ses02M_script02_1_M,Why not?,
Ses02M_script02_1,Ses02M_script02_1_F,"I don't, it's just stupid.",fru
Ses02M_script02_1,Ses02M_script02_1_M,"Honey, this is a natural phenomenon. I mean it only happens once a year.",exc
Ses02M_script02_1,Ses02M_script02_1_M,"Think about the people in Kansas, they- they'd have to get a plane ticket and hotel reservations to see this. We live forty minutes away it's too good to pass up.",exc
Ses02M_script02_1,Ses02M_script02_1_F,"Pass up what? These little fish swim onto the beach flop around and swim away, and then they die.",fru
Ses02M_script02_1,Ses02M_script02_1_M,"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that.",exc
Ses02M_script02_1,Ses02M_script02_1_M,"This is a big night for these guys, life's last orgy.",exc
Ses02M_script02_1,Ses02M_script02_1_F,What are you so excited about? I mean it's not a moon landing we're talking about here it's fish. It's a fish nobody even eats.,fru
Ses02M_script02_1,Ses02M_script02_1_M,Yes they do.,fru
Ses02M_script02_1,Ses02M_script02_1_F,Augie,fru
Ses02M_script02_1,Ses02M_script02_1_M,"Okay. But it's fish that do something none of the other fish do. Like the swallows returning to Capistrano, or the Lemmings throwing themselves off the cliffs",exc
Ses02M_script02_1,Ses02M_script02_1_M,"you know there is like, there is a certain mystery here, a magic, a bit of the unexplainable. I don't see how you cannot be interested.",exc
Ses02M_script02_1,Ses02M_script02_1_F,I'm just not.,sad
Ses02M_script02_1,Ses02M_script02_1_M,For real?,
Ses02M_script02_1,Ses02M_script02_1_F,Yes.,neu
Ses02M_script02_1,Ses02M_script02_1_M,I don't get it. The first time we came here you said it was the best night of your life.,
Ses02M_script02_1,Ses02M_script02_1_M,"And then last year I remember specifically you were so excited that you stubbed your toe on the way pushing me out of the house, and you didn't even notice until we got in the car.",fru
Ses02M_script02_1,Ses02M_script02_1_F,"Last year you'll also remember our shoes got wet, I got sand in my panties, you got a sore throat, we got into a big fight over nothing, and we didn't see the Grunions.",ang
Ses02M_script02_1,Ses02M_script02_1_M,We weren't in a good spot.,
Ses02M_script02_1,Ses02M_script02_1_F,We didn't see them the first time either.,fru
Ses02M_script02_1,Ses02M_script02_1_M,We just weren't in a good spot; this is a much better spot. I've got good instincts for these things.,fru
Ses02M_script02_1,Ses02M_script02_1_M,"There is that, oh no that's just seaweed, isn't it?",exc
Ses02M_script02_1,Ses02M_script02_1_M,"This is, this is great, isn't it? I wouldn't miss this for anything. Now listen to this, I know you're not interested but just listen.",exc
Ses02M_script02_1,Ses02M_script02_1_M,"Out there somewhere there is this huge mass of silver fish headed this way,",exc
Ses02M_script02_1,Ses02M_script02_1_M,"they don't why, we don't know why. They didn't take a vote or anything; they didn't get a map or an invitation.",exc
Ses02M_script02_1,Ses02M_script02_1_M,"Just all as one. This little time sensitive firecracker, instinctual firecracker in their body just went off and all as one they turned and formed a line as long the California coast and started swimming. They're swimming right now as if that's the only thing that matters.",exc
Ses02M_script02_1,Ses02M_script02_1_M,"It's single mindedness, with no mind, it's urgency that's pure urge, they don't know what drives them. They don't ask it a name or ask it a question,",exc
Ses02M_script02_1,Ses02M_script02_1_M,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",exc
Ses02M_script02_1,Ses02M_script02_1_M,Look at me; I'm giving myself goose bumps all my hairs are popping up.,exc
Ses02M_script02_1,Ses02M_script02_1_F,That's the wind.,neu
Ses02M_script02_1,Ses02M_script02_1_M,"Well, so what do you think?",
Ses02M_script02_1,Ses02M_script02_1_F,About what?,neu
Ses02M_script02_1,Ses02M_script02_1_M,What I was saying.,
Ses02M_script02_1,Ses02M_script02_1_F,It's ridiculous.,fru
Ses02M_script02_2,Ses02M_script02_2_M,So what do you think?,neu
Ses02M_script02_2,Ses02M_script02_2_F,About what?,
Ses02M_script02_2,Ses02M_script02_2_M,What I was saying.,neu
Ses02M_script02_2,Ses02M_script02_2_F,It's ridiculous.,fru
Ses02M_script02_2,Ses02M_script02_2_M,Certainly it's not. Slightly exaggerated scientific fact.,neu
Ses02M_script02_2,Ses02M_script02_2_F,It's PR. Someone sold you a bill of goods that this wonderful event is going to take place on the beach.,
Ses02M_script02_2,Ses02M_script02_2_M,"Well, I'm not the only one look at all these people.",
Ses02M_script02_2,Ses02M_script02_2_F,"Yea, sure everyone was sold the same story. I mean it keeps us all excited, keeps us coming back for more, keeps us thinking that life is going to start any second now if we can just get in on the action and find the right spot.",
Ses02M_script02_2,Ses02M_script02_2_M,Are we talking about the same thing?,
Ses02M_script02_2,Ses02M_script02_2_F,I'm sorry but it's still just fish to me.,
Ses02M_script02_2,Ses02M_script02_2_M,"Carla, can I ask you something? Don't take this wrong but are you having your period?",fru
Ses02M_script02_2,Ses02M_script02_2_F,Goddamn it Augie don't ask me that. I hate it when you ask me that. You always ask me that. It's insulting.,ang
Ses02M_script02_2,Ses02M_script02_2_M,"Well, what's bugging you?",fru
Ses02M_script02_2,Ses02M_script02_2_F,We just have different ideas of what this evening is supposed to look like.,ang
Ses02M_script02_2,Ses02M_script02_2_M,"There is nothing to it, we come here, the Grunion arrive, then do their little fish business, we go oh ah look, they go home, we go home.",fru
Ses02M_script02_2,Ses02M_script02_2_F,For heavens sake we are not going to see the Grunions.,fru
Ses02M_script02_2,Ses02M_script02_2_M,Why not?,fru
Ses02M_script02_2,Ses02M_script02_2_F,"We never do, do we? I mean have we ever?",fru
Ses02M_script02_2,Ses02M_script02_2_M,We've missed them twice; that's not ever.,fru
Ses02M_script02_2,Ses02M_script02_2_F,"Twice is every time we've tried, that's ever.",fru
Ses02M_script02_2,Ses02M_script02_2_M,"Well, we'll see them this year.",neu
Ses02M_script02_2,Ses02M_script02_2_F,"No we won't; it's pointless. It's like waiting up to see Santa Claus,",fru
Ses02M_script02_2,Ses02M_script02_2_F,I mean I feel like my whole life is going to be spent standing on the beach waiting for the fish to show up with my eyes open and my hands clasped expectantly and the fish won't show up.,ang
Ses02M_script02_2,Ses02M_script02_2_M,I thought you wanted to see them.,fru
Ses02M_script02_2,Ses02M_script02_2_F,You don't understand anything I'm saying.,fru
Ses02M_script02_2,Ses02M_script02_2_M,No of course not.,fru
Ses02M_script02_2,Ses02M_script02_2_F,"I did want to see them, I always do. I mean I keep thinking that this is going to be the time and it never is.",ang
Ses02M_script02_2,Ses02M_script02_2_M,"It's just fish, I mean nothing to get traumatized over.",
Ses02M_script02_2,Ses02M_script02_2_F,For heavens sake this isn't about fish.,fru
Ses02M_script02_2,Ses02M_script02_2_M,All right. I've been trying to work this backwards but I cannot seem to pinpoint the moment that we took a turn for the worst.,fru
Ses02M_script02_2,Ses02M_script02_2_M,"You were fine during the phone call from Marge, dinner was okay, doing the dishes was no problem, let's see, I took a shower, you watched the news, you said",neu
Ses02M_script02_2,Ses02M_script02_2_M,"""the Grunion are running tonight,"" I said ""great, let's go, I feel lucky,""",neu
Ses02M_script02_2,Ses02M_script02_2_M,"okay so I'm getting on my jacket and putting out the animals, getting the car out of the garage-",neu
Ses02M_script02_2,Ses02M_script02_2_F,Do you remember the first time we came to see it? It was about four years ago right after we got married.,sad
Ses02M_script02_2,Ses02M_script02_2_F,"We thought I was pregnant and we opened a bottle of champagne but no glasses, you asked me to dance, we kicked off our shoes and you popped the cork.",sad
Ses02M_script02_2,Ses02M_script02_2_F,And when we were dancing you said the softest most intimate things to me right into my ears so I could feel them as much as hear them,sad
Ses02M_script02_2,Ses02M_script02_2_F,"and I remember thinking that this is it you know. At last, at last I am as happy as I am supposed to be",sad
Ses02M_script02_2,Ses02M_script02_2_M,Wait a minute I've got it,
Ses02M_script02_2,Ses02M_script02_2_F,"Just dancing barefoot in the sand, drinking champagne out of the bottle.",sad
Ses02M_script02_2,Ses02M_script02_2_M,"It was in the car, right? Driving past the Knickerbocker Liquor Locker you said, let's get some champagne and I said times are wasting or something like that, right?",exc
Ses02M_script02_2,Ses02M_script02_2_M,"Of course, I see it now; you want this to be like that other time, right? That's it, right?",exc
Ses02M_script02_2,Ses02M_script02_2_F,I'd rather not remember some things. I would rather not hope for some things.,sad
Ses02M_script02_2,Ses02M_script02_2_M,"Yea. Okay, sure, no. I see. Listen, you want to dance?",neu
Ses02M_script02_2,Ses02M_script02_2_F,No.,sad
Ses02M_script02_2,Ses02M_script02_2_M,You want to go get some champagne?,neu
Ses02M_script02_2,Ses02M_script02_2_F,No.,sad
Ses02M_script02_2,Ses02M_script02_2_M,Take off our shoes?,neu
Ses02M_script02_2,Ses02M_script02_2_F,No.,
Ses02M_script02_2,Ses02M_script02_2_M,"What, you want me to breathe in your ear?",
Ses02M_script02_2,Ses02M_script02_2_F,No.,
Ses02M_script02_2,Ses02M_script02_2_M,Get married again?,neu
Ses02M_script02_2,Ses02M_script02_2_F,No.,fru
Ses02M_script02_2,Ses02M_script02_2_M,What? What? You want a divorce?,fru
Ses02M_script02_2,Ses02M_script02_2_F,No.,fru
Ses02M_script02_2,Ses02M_script02_2_M,A vacation?,fru
Ses02M_script02_2,Ses02M_script02_2_F,No.,fru
Ses02M_script02_2,Ses02M_script02_2_M,"A new carpet? A poodle, a ice cream, backrub, a suicide pact, what, what Carla, what the hell do you want?",fru
Ses02M_script02_2,Ses02M_script02_2_F,I want something to turn out the way that it supposed to.,fru
Ses02M_script02_2,Ses02M_script02_2_M,"Well welcome to the human race, all right. Do you think this is what I had in mind when I proposed? You think I had this great fantasy going that four years down the road we'd come to the beach and yell at each other over fish?",ang
Ses02M_script02_2,Ses02M_script02_2_M,"You think I knew that there be times when you'd look at me like I'm a used Kleenex, or that I'd look at you and think holy hell when is the next flight to Alaska?",
Ses02M_script02_2,Ses02M_script02_2_M,"No, no, just like you I thought it was going to be all like peaches and roses and sand in our toes, and wind in our hair, and the fish will always come and the bills will pay themselves and we'll have three, fat, rosy kids and ha-ha baby the joke is on us",fru
Ses02M_script02_2,Ses02M_script02_2_M,"'cause you know what you get Carla, you know what you get? This.",fru
Ses02M_script02_2,Ses02M_script02_2_F,"This? What, what is this? This isn't even anything.",fru
Ses02M_script02_2,Ses02M_script02_2_M,"Yes, it is.",
Ses02M_script02_2,Ses02M_script02_2_F,"I'm sure, this is standing on the beach, this is waiting, this is fighting.",fru
Ses02M_script02_2,Ses02M_script02_2_M,Right.,
Ses02M_script02_2,Ses02M_script02_2_F,"Well, but this isn't anything like I thought anything would be like.",sad
Ses02M_script02_2,Ses02M_script02_2_M,"No, I know. Me neither.",sad
Ses02M_script02_2,Ses02M_script02_2_F,I mean it's -- this is just this. I mean it includes a lot and everything but isn't something else. Do you have any idea what I'm trying to say?,fru
Ses02M_script02_2,Ses02M_script02_2_M,I'm doing the best I can.,
Ses02M_script02_2,Ses02M_script02_2_F,I know that Augie. Really I do.,
Ses02M_script02_2,Ses02M_script02_2_F,"I know that you meant this to be special and nice, and there's the sand and the moon and everything but I just couldn't help thinking about being somewhere else.",sad
Ses02M_script02_2,Ses02M_script02_2_M,Maybe if you were with somebody else too.,sad
Ses02M_script02_2,Ses02M_script02_2_F,I didn't say that.,
Ses02M_script02_2,Ses02M_script02_2_M,"No, I know. But still, I know I don't make you happy.",sad
Ses02M_script02_2,Ses02M_script02_2_F,"For heavens sake, whatever I'm doing I'd rather be doing it with you.",
Ses02M_script02_2,Ses02M_script02_2_M,Yeah?,
Ses02M_script02_2,Ses02M_script02_2_F,Don't be ridiculous. I mean don't you know that?,hap
Ses02M_script02_2,Ses02M_script02_2_F,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",sad
Ses02M_script02_2,Ses02M_script02_2_M,"Now that you mention it. No, I don't.",hap
Ses02M_script02_2,Ses02M_script02_2_F,"Okay. Fine, so we're in the wrong spot but we're with the right person.",
Ses02M_script02_2,Ses02M_script02_2_M,I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.,hap
Ses02M_script02_2,Ses02M_script02_2_F,"Yes, I noticed that. It looks pretty on the water doesn't it? Big old white moon.",
Ses02M_script02_2,Ses02M_script02_2_M,What have we got here?,hap
Ses02M_script02_2,Ses02M_script02_2_F,"Augie, you brought refreshments.",
Ses02M_script02_2,Ses02M_script02_2_M,It's not champagne.,
Ses02M_script02_2,Ses02M_script02_2_F,"Well, I guess we don't need glasses.",hap
Ses02M_script02_2,Ses02M_script02_2_M,You still cold? Do you want my jacket? Do you want to go home?,
Ses02M_script02_2,Ses02M_script02_2_F,No. No. I think you might be right. I think this may be the spot after all.,
Ses02M_script02_2,Ses02M_script02_2_F,"Augie, I'm sorry.",sad
Ses02M_script02_2,Ses02M_script02_2_M,"Shh, if we're very quiet the fish might come.",hap
Ses02M_script02_2,Ses02M_script02_2_F,Or not.,hap
Ses02M_script02_2,Ses02M_script02_2_M,Or not.,hap
Ses02M_script02_2,Ses02M_script02_2_F,Hmm.,neu
Ses02M_script03_1,Ses02M_script03_1_M,Good God.,
Ses02M_script03_1,Ses02M_script03_1_F,Do you think it's them?,
Ses02M_script03_1,Ses02M_script03_1_M,I wonder.,
Ses02M_script03_1,Ses02M_script03_1_F,"Well, nobody knows we're here except Freda and she wouldn't ring up.",
Ses02M_script03_1,Ses02M_script03_1_M,Must be them then.,
Ses02M_script03_1,Ses02M_script03_1_F,What are we going to do?,exc
Ses02M_script03_1,Ses02M_script03_1_M,"We're all right darling, aren't we whatever happens?",
Ses02M_script03_1,Ses02M_script03_1_F,Now and always sweet.,hap
Ses02M_script03_1,Ses02M_script03_1_M,I don't care then.,
Ses02M_script03_1,Ses02M_script03_1_F,It's bound to come sooner or later.,
Ses02M_script03_1,Ses02M_script03_1_M,Hello? Hello? What? Wrong number.,exc
Ses02M_script03_1,Ses02M_script03_1_F,Oh. It sends shivers down my spine.,exc
Ses02M_script03_1,Ses02M_script03_1_M,What do we do if they suddenly walk in on us?,
Ses02M_script03_1,Ses02M_script03_1_F,Behave exquisitely.,hap
Ses02M_script03_1,Ses02M_script03_1_M,With the most perfect poise.,hap
Ses02M_script03_1,Ses02M_script03_1_F,"Yes, I should probably to a court curtsey.",hap
Ses02M_script03_1,Ses02M_script03_1_M,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?",hap
Ses02M_script03_1,Ses02M_script03_1_F,What's so horrible is that one can't stay happy.,
Ses02M_script03_1,Ses02M_script03_1_M,Oh darling don't say that.,sad
Ses02M_script03_1,Ses02M_script03_1_F,It's true; the whole business is a very poor joke.,
Ses02M_script03_1,Ses02M_script03_1_M,Meaning that sacred and beautiful thing love?,hap
Ses02M_script03_1,Ses02M_script03_1_F,Yes. Meaning just that.,
Ses02M_script03_1,Ses02M_script03_1_M,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth? Good God what does it all mean?,hap
Ses02M_script03_1,Ses02M_script03_1_F,Don't laugh at me. I'm serious.,
Ses02M_script03_1,Ses02M_script03_1_M,"You mustn't be serious my dear one, that's just what they want.",exc
Ses02M_script03_1,Ses02M_script03_1_F,Who's they?,exc
Ses02M_script03_1,Ses02M_script03_1_M,"All those futile moralists, who try to make life unbearable, laugh at them, be flippant. Laugh at everything all their sacred shibboleths",
Ses02M_script03_1,Ses02M_script03_1_M,flippancy brings out the acid in their damned sweetness in light.,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Well, if I laugh at everything then I must laugh at us too.",
Ses02M_script03_1,Ses02M_script03_1_M,"Certainly you must, we figures of fun all right.",exc
Ses02M_script03_1,Ses02M_script03_1_F,"Well, shall we always want to bicker and fight?",
Ses02M_script03_1,Ses02M_script03_1_M,"No, that desire will fade along with our passion.",sad
Ses02M_script03_1,Ses02M_script03_1_F,"Oh dear, should we like that?",sad
Ses02M_script03_1,Ses02M_script03_1_M,Depends on how well we play it.,
Ses02M_script03_1,Ses02M_script03_1_F,"Well, what happens if one of us dies, does the one that's left still laugh?",
Ses02M_script03_1,Ses02M_script03_1_M,"Yes, yes, with all his might.",exc
Ses02M_script03_1,Ses02M_script03_1_F,"Well that's serious enough, isn't it?",
Ses02M_script03_1,Ses02M_script03_1_M,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",exc
Ses02M_script03_1,Ses02M_script03_1_F,"Darling, I believe you're talking nonsense.",
Ses02M_script03_1,Ses02M_script03_1_M,So is everyone else in the long run.,exc
Ses02M_script03_1,Ses02M_script03_1_M,"Let's be superficial and pity the poor philosophers, let's blow our trumpets and squeakers and enjoy the party as much as we can. Like quite idiotic, very small, school children. Let's savor the delight of the moment.",exc
Ses02M_script03_1,Ses02M_script03_1_M,Come kiss me darling before your body rots and worms pop in and out of your eye sockets.,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Elliot, worms don't pop.",
Ses02M_script03_1,Ses02M_script03_1_M,"I don't care what you do see. You can paint yourself green and dance naked in the Place Vendome, and rush off madly with all the men in the world and I shan't say a word, as long as you love me best.",
Ses02M_script03_1,Ses02M_script03_1_F,"Thank you dear, the same applies you, except that if I catch you so much as looking at another woman, I'll kill you.",
Ses02M_script03_1,Ses02M_script03_1_M,You remember that awful scene we had in Venice?,hap
Ses02M_script03_1,Ses02M_script03_1_F,Which particular one?,hap
Ses02M_script03_1,Ses02M_script03_1_M,"The one when you bought that little, painted, wooden snake in the Piazza and put it on my bed.",
Ses02M_script03_1,Ses02M_script03_1_F,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",hap
Ses02M_script03_1,Ses02M_script03_1_M,"Horrible thing, I hated it.",
Ses02M_script03_1,Ses02M_script03_1_F,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.,hap
Ses02M_script03_1,Ses02M_script03_1_M,How long did that row last?,
Ses02M_script03_1,Ses02M_script03_1_F,It went on intermittently for days.,hap
Ses02M_script03_1,Ses02M_script03_1_M,The worst one was in Cannes when your curling iron burned a hole in my new dressing gown.,
Ses02M_script03_1,Ses02M_script03_1_F,It burned my comb too and all the towels in the bathroom.,hap
Ses02M_script03_1,Ses02M_script03_1_M,"That was a rouser, wasn't it?",hap
Ses02M_script03_1,Ses02M_script03_1_F,That was the first time you ever hit me.,
Ses02M_script03_1,Ses02M_script03_1_M,I didn't hit you very hard.,
Ses02M_script03_1,Ses02M_script03_1_F,The manager came in and found us rolling around on the floor biting and scratching like panthers.,hap
Ses02M_script03_1,Ses02M_script03_1_M,I'll never forget his face.,hap
Ses02M_script03_1,Ses02M_script03_1_F,"Oh it was ridiculous, completely ridiculous.",hap
Ses02M_script03_1,Ses02M_script03_1_M,We were very much younger then.,
Ses02M_script03_1,Ses02M_script03_1_F,And very much sillier.,hap
Ses02M_script03_1,Ses02M_script03_1_M,As a matter of fact the real cause of that row was Peter Burden.,
Ses02M_script03_2,Ses02M_script03_2_M,"As a matter of fact, the real cause of that row was Peter Burden.",neu
Ses02M_script03_2,Ses02M_script03_2_F,You knew there was nothing in that.,exc
Ses02M_script03_2,Ses02M_script03_2_M,I knew nothing of the sort. You took presents from him.,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Presents, just a trivial little broach.",exc
Ses02M_script03_2,Ses02M_script03_2_M,"Yes, I remember it well, bristling with diamonds in the worst possible taste.",
Ses02M_script03_2,Ses02M_script03_2_F,No it wasn't. It was very pretty I still have it and I wear it often.,neu
Ses02M_script03_2,Ses02M_script03_2_M,You went out of your way to torture me over Peter Burden.,ang
Ses02M_script03_2,Ses02M_script03_2_F,"No I didn't, you worked the whole thing up in your jealous imagination.",neu
Ses02M_script03_2,Ses02M_script03_2_M,"You must admit he was in love with you, wasn't he?",
Ses02M_script03_2,Ses02M_script03_2_F,"Just a little perhaps, nothing serious.",
Ses02M_script03_2,Ses02M_script03_2_M,You let him kiss you; you said you did.,ang
Ses02M_script03_2,Ses02M_script03_2_F,What of it?,neu
Ses02M_script03_2,Ses02M_script03_2_M,What of it?,
Ses02M_script03_2,Ses02M_script03_2_F,"It gave him a lot of pleasure, it didn't hurt me any.",neu
Ses02M_script03_2,Ses02M_script03_2_M,What about me?,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Well, if you hadn't been so nosey and suspicious you never wouldn't have known anything about it.",neu
Ses02M_script03_2,Ses02M_script03_2_M,That's a nice point of view I must say.,
Ses02M_script03_2,Ses02M_script03_2_F,I'm bored of this conversation.,fru
Ses02M_script03_2,Ses02M_script03_2_M,"Yes, me too, bored stiff. You want some Brandy?",
Ses02M_script03_2,Ses02M_script03_2_F,No thanks.,neu
Ses02M_script03_2,Ses02M_script03_2_M,I have a little I think.,neu
Ses02M_script03_2,Ses02M_script03_2_F,I don't see why you want any you've already had two glasses.,
Ses02M_script03_2,Ses02M_script03_2_M,"No particular reason. Anyhow, they are very small ones.",neu
Ses02M_script03_2,Ses02M_script03_2_F,It just seems so silly to go on and on and on with such a thing.,neu
Ses02M_script03_2,Ses02M_script03_2_M,You can hardly call three liquor glasses in a whole evening going on and on and on.,neu
Ses02M_script03_2,Ses02M_script03_2_F,"Well, it's become a habit with you.",neu
Ses02M_script03_2,Ses02M_script03_2_M,You needn't be so grand just because don't happen want any yourself right now.,
Ses02M_script03_2,Ses02M_script03_2_F,Don't be so stupid.,
Ses02M_script03_2,Ses02M_script03_2_M,"Really, Amanda.",
Ses02M_script03_2,Ses02M_script03_2_F,What?,ang
Ses02M_script03_2,Ses02M_script03_2_M,Nothing.,fru
Ses02M_script03_2,Ses02M_script03_2_F,No I'm just making myself fascinating for you.,neu
Ses02M_script03_2,Ses02M_script03_2_M,"Going out somewhere, dear?",neu
Ses02M_script03_2,Ses02M_script03_2_F,It's a woman's job to allure the man,
Ses02M_script03_2,Ses02M_script03_2_M,That reply has broken my heart.,
Ses02M_script03_2,Ses02M_script03_2_F,"watch me a minute, will you?",
Ses02M_script03_2,Ses02M_script03_2_M,"As a matter of fact, that's perfectly true.",neu
Ses02M_script03_2,Ses02M_script03_2_F,"Oh, no it isn't.",fru
Ses02M_script03_2,Ses02M_script03_2_M,Yes it is.,
Ses02M_script03_2,Ses02M_script03_2_F,Be quiet.,ang
Ses02M_script03_2,Ses02M_script03_2_M,It's a pity you didn't have any more Brandy it might have made you a little less disagreeable.,
Ses02M_script03_2,Ses02M_script03_2_F,It doesn't seem to work such wonders with you.,
Ses02M_script03_2,Ses02M_script03_2_M,"Snap, snap, snap, like a little adder.",fru
Ses02M_script03_2,Ses02M_script03_2_F,Adders don't snap they sting.,
Ses02M_script03_2,Ses02M_script03_2_M,Oh nonsense they have a little bag of venom behind their fangs and they snap.,fru
Ses02M_script03_2,Ses02M_script03_2_F,They sting.,
Ses02M_script03_2,Ses02M_script03_2_M,They snap.,fru
Ses02M_script03_2,Ses02M_script03_2_F,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,ang
Ses02M_script03_2,Ses02M_script03_2_M,"Tell me, did you see much of Peter Burden after our divorce?",neu
Ses02M_script03_2,Ses02M_script03_2_F,"Yes, I did quite a lot.",neu
Ses02M_script03_2,Ses02M_script03_2_M,I imagine you let him kiss you good deal more then.,
Ses02M_script03_2,Ses02M_script03_2_F,Mind your own business.,
Ses02M_script03_2,Ses02M_script03_2_M,What riotous time you must have had.,ang
Ses02M_script03_2,Ses02M_script03_2_M,"No restraint at all, very enjoyable, never had much anyhow.",ang
Ses02M_script03_2,Ses02M_script03_2_F,You're quite insufferable. I expect it's because you're drunk.,
Ses02M_script03_2,Ses02M_script03_2_M,I am not in the least drunk.,
Ses02M_script03_2,Ses02M_script03_2_M,"I imagine, as I may have already mentioned, I've had three minute liquor glasses of Brandy the whole evening long a child of two couldn't get drunk on that.",
Ses02M_script03_2,Ses02M_script03_2_F,On the contrary a child of two could get violently drunk on only one glass of Brandy.,
Ses02M_script03_2,Ses02M_script03_2_M,"Oh very interesting. How about a child of four, a child of six or a child of nine?",
Ses02M_script03_2,Ses02M_script03_2_F,Oh be quiet.,ang
Ses02M_script03_2,Ses02M_script03_2_M,"We can get a good little debate going about that, don't you think? Intemperate tots.",ang
Ses02M_script03_2,Ses02M_script03_2_F,"Not very funny my dear, you better have some more Brandy.",
Ses02M_script03_2,Ses02M_script03_2_M,All right. I will.,neu
Ses02M_script03_2,Ses02M_script03_2_M,Better turn that off I think.,neu
Ses02M_script03_2,Ses02M_script03_2_F,Why?,
Ses02M_script03_2,Ses02M_script03_2_M,Because it's late and it'll annoy the people upstairs.,
Ses02M_script03_2,Ses02M_script03_2_F,There aren't any people upstairs it's a photographer's studio.,
Ses02M_script03_2,Ses02M_script03_2_M,There are people downstairs I suppose?,
Ses02M_script03_2,Ses02M_script03_2_F,They're away in Tunis.,
Ses02M_script03_2,Ses02M_script03_2_M,This is no time of the year for Tunis.,
Ses02M_script03_2,Ses02M_script03_2_F,"Turn it on again, please.",
Ses02M_script03_2,Ses02M_script03_2_M,I'll do no such thing.,fru
Ses02M_script03_2,Ses02M_script03_2_F,"Very well, if you insist on being boorish and idiotic.",fru
Ses02M_script03_2,Ses02M_script03_2_M,Turn it off it's driving me mad.,
Ses02M_script03_2,Ses02M_script03_2_F,You are far too temperamental. Try to control yourself.,ang
Ses02M_script03_2,Ses02M_script03_2_M,Turn it off.,ang
Ses02M_script03_2,Ses02M_script03_2_F,Stop it. Stop it. I hate you.,ang
Ses02M_script03_2,Ses02M_script03_2_M,"Amanda, listen. Listen.",ang
Ses02M_script03_2,Ses02M_script03_2_F,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",ang
Ses02M_script03_2,Ses02M_script03_2_M,Very amusing indeed.,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Stop it. Stop it. I hate you, do you hear? You're overbearing and conceited and utterly impossible.",ang
Ses02M_script03_2,Ses02M_script03_2_M,"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live.",ang
Ses02M_script03_2,Ses02M_script03_2_F,"This is the end, do you hear? The end finally and forever.",ang
Ses02M_script03_2,Ses02M_script03_2_M,You're not going like this.,ang
Ses02M_script03_2,Ses02M_script03_2_F,Oh yes I am.,ang
Ses02M_script03_2,Ses02M_script03_2_M,You're not.,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment.",ang
Ses02M_script03_2,Ses02M_script03_2_M,Shut up.,ang
Ses02M_script03_2,Ses02M_script03_2_M,Shut up.,ang
