scene,speaker,text,label,sentiment,label_filled
Ses02M_script02_2,Ses02M_script02_2_F,"You're the one who probably wishes he was with someone else, someone who knew how to enjoy herself and didn't take everything so hard.",sad,negative,sad
Ses02M_script02_2,Ses02M_script02_2_M,"Now that you mention it. No, I don't.",hap,positive,hap
Ses02M_script02_2,Ses02M_script02_2_F,"Okay. Fine, so we're in the wrong spot but we're with the right person.",,neutral,hap
Ses02M_script02_2,Ses02M_script02_2_M,I don't know it seemed like a pretty good spot to me. Look at the moon - view the moon view I got from here.,hap,positive,hap
Ses02M_script02_2,Ses02M_script02_2_F,"Yes, I noticed that. It looks pretty on the water doesn't it? Big old white moon.",,neutral,hap
Ses02M_script02_2,Ses02M_script02_2_M,What have we got here?,hap,positive,hap
Ses02M_script02_2,Ses02M_script02_2_F,"Augie, you brought refreshments.",,neutral,hap
Ses02M_script02_2,Ses02M_script02_2_M,It's not champagne.,,neutral,hap
Ses02M_script02_2,Ses02M_script02_2_F,"Well, I guess we don't need glasses.",hap,positive,hap
Ses02M_script02_2,Ses02M_script02_2_M,You still cold? Do you want my jacket? Do you want to go home?,,neutral,hap
Ses02M_script02_2,Ses02M_script02_2_F,No. No. I think you might be right. I think this may be the spot after all.,,neutral,hap
Ses02M_script02_2,Ses02M_script02_2_F,"Augie, I'm sorry.",sad,negative,sad
Ses02M_script02_2,Ses02M_script02_2_M,"Shh, if we're very quiet the fish might come.",hap,positive,hap
Ses02M_script02_2,Ses02M_script02_2_F,Or not.,hap,positive,hap
Ses02M_script02_2,Ses02M_script02_2_M,Or not.,hap,positive,hap
Ses02M_script02_2,Ses02M_script02_2_F,Hmm.,neu,neutral,neu
Ses02M_script03_1,Ses02M_script03_1_M,Good God.,,positive,neu
Ses02M_script03_1,Ses02M_script03_1_F,Do you think it's them?,,neutral,neu
Ses02M_script03_1,Ses02M_script03_1_M,I wonder.,,neutral,neu
Ses02M_script03_1,Ses02M_script03_1_F,"Well, nobody knows we're here except Freda and she wouldn't ring up.",,neutral,neu
Ses02M_script03_1,Ses02M_script03_1_M,Must be them then.,,neutral,neu
Ses02M_script03_1,Ses02M_script03_1_F,What are we going to do?,exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_M,"We're all right darling, aren't we whatever happens?",,negative,neu
Ses02M_script03_1,Ses02M_script03_1_F,Now and always sweet.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,I don't care then.,,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_F,It's bound to come sooner or later.,,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,Hello? Hello? What? Wrong number.,exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,Oh. It sends shivers down my spine.,exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_M,What do we do if they suddenly walk in on us?,,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_F,Behave exquisitely.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,With the most perfect poise.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_F,"Yes, I should probably to a court curtsey.",hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,"Things that ought to matter dreadfully don't matter at all when one's is happy, do they?",hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_F,What's so horrible is that one can't stay happy.,,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,Oh darling don't say that.,sad,negative,sad
Ses02M_script03_1,Ses02M_script03_1_F,It's true; the whole business is a very poor joke.,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_M,Meaning that sacred and beautiful thing love?,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_F,Yes. Meaning just that.,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_M,What does it all mean that's what I ask- that's what I ask myself in my ceaseless quest for ultimate truth? Good God what does it all mean?,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_F,Don't laugh at me. I'm serious.,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_M,"You mustn't be serious my dear one, that's just what they want.",exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,Who's they?,exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_M,"All those futile moralists, who try to make life unbearable, laugh at them, be flippant. Laugh at everything all their sacred shibboleths",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,flippancy brings out the acid in their damned sweetness in light.,exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Well, if I laugh at everything then I must laugh at us too.",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,"Certainly you must, we figures of fun all right.",exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Well, shall we always want to bicker and fight?",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,"No, that desire will fade along with our passion.",sad,negative,sad
Ses02M_script03_1,Ses02M_script03_1_F,"Oh dear, should we like that?",sad,negative,sad
Ses02M_script03_1,Ses02M_script03_1_M,Depends on how well we play it.,,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Well, what happens if one of us dies, does the one that's left still laugh?",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,"Yes, yes, with all his might.",exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Well that's serious enough, isn't it?",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,"No, no it isn't, death is very laughable, such a cunning little mystery, all done with mirrors.",exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Darling, I believe you're talking nonsense.",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,So is everyone else in the long run.,exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_M,"Let's be superficial and pity the poor philosophers, let's blow our trumpets and squeakers and enjoy the party as much as we can. Like quite idiotic, very small, school children. Let's savor the delight of the moment.",exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_M,Come kiss me darling before your body rots and worms pop in and out of your eye sockets.,exc,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Elliot, worms don't pop.",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,"I don't care what you do see. You can paint yourself green and dance naked in the Place Vendome, and rush off madly with all the men in the world and I shan't say a word, as long as you love me best.",,positive,exc
Ses02M_script03_1,Ses02M_script03_1_F,"Thank you dear, the same applies you, except that if I catch you so much as looking at another woman, I'll kill you.",,neutral,exc
Ses02M_script03_1,Ses02M_script03_1_M,You remember that awful scene we had in Venice?,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_F,Which particular one?,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,"The one when you bought that little, painted, wooden snake in the Piazza and put it on my bed.",,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_F,"Oh Charles, that was his name Charles. It did wiggle so beautifully.",hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,"Horrible thing, I hated it.",,negative,hap
Ses02M_script03_1,Ses02M_script03_1_F,I know you did. You threw it out of the window into the Grand Canal; I don't think I'll ever forgive you for that.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,How long did that row last?,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_F,It went on intermittently for days.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,The worst one was in Cannes when your curling iron burned a hole in my new dressing gown.,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_F,It burned my comb too and all the towels in the bathroom.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,"That was a rouser, wasn't it?",hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_F,That was the first time you ever hit me.,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_M,I didn't hit you very hard.,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_F,The manager came in and found us rolling around on the floor biting and scratching like panthers.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,I'll never forget his face.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_F,"Oh it was ridiculous, completely ridiculous.",hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,We were very much younger then.,,neutral,hap
Ses02M_script03_1,Ses02M_script03_1_F,And very much sillier.,hap,positive,hap
Ses02M_script03_1,Ses02M_script03_1_M,As a matter of fact the real cause of that row was Peter Burden.,,neutral,hap
Ses02M_script03_2,Ses02M_script03_2_M,"As a matter of fact, the real cause of that row was Peter Burden.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,You knew there was nothing in that.,exc,positive,exc
Ses02M_script03_2,Ses02M_script03_2_M,I knew nothing of the sort. You took presents from him.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Presents, just a trivial little broach.",exc,positive,exc
Ses02M_script03_2,Ses02M_script03_2_M,"Yes, I remember it well, bristling with diamonds in the worst possible taste.",,neutral,exc
Ses02M_script03_2,Ses02M_script03_2_F,No it wasn't. It was very pretty I still have it and I wear it often.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,You went out of your way to torture me over Peter Burden.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"No I didn't, you worked the whole thing up in your jealous imagination.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,"You must admit he was in love with you, wasn't he?",,positive,neu
Ses02M_script03_2,Ses02M_script03_2_F,"Just a little perhaps, nothing serious.",,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,You let him kiss you; you said you did.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,What of it?,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,What of it?,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,"It gave him a lot of pleasure, it didn't hurt me any.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,What about me?,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Well, if you hadn't been so nosey and suspicious you never wouldn't have known anything about it.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,That's a nice point of view I must say.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,I'm bored of this conversation.,fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_M,"Yes, me too, bored stiff. You want some Brandy?",,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,No thanks.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,I have a little I think.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,I don't see why you want any you've already had two glasses.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,"No particular reason. Anyhow, they are very small ones.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,It just seems so silly to go on and on and on with such a thing.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,You can hardly call three liquor glasses in a whole evening going on and on and on.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,"Well, it's become a habit with you.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,You needn't be so grand just because don't happen want any yourself right now.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,Don't be so stupid.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,"Really, Amanda.",,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,What?,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,Nothing.,fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_F,No I'm just making myself fascinating for you.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,"Going out somewhere, dear?",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,It's a woman's job to allure the man,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,That reply has broken my heart.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,"watch me a minute, will you?",,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,"As a matter of fact, that's perfectly true.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,"Oh, no it isn't.",fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_M,Yes it is.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,Be quiet.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,It's a pity you didn't have any more Brandy it might have made you a little less disagreeable.,,neutral,fru
Ses02M_script03_2,Ses02M_script03_2_F,It doesn't seem to work such wonders with you.,,neutral,fru
Ses02M_script03_2,Ses02M_script03_2_M,"Snap, snap, snap, like a little adder.",fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_F,Adders don't snap they sting.,,neutral,fru
Ses02M_script03_2,Ses02M_script03_2_M,Oh nonsense they have a little bag of venom behind their fangs and they snap.,fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_F,They sting.,,neutral,fru
Ses02M_script03_2,Ses02M_script03_2_M,They snap.,fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_F,I don't care. Do you understand? I don't care. I don't care if they bark or roll about like hoops.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,"Tell me, did you see much of Peter Burden after our divorce?",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,"Yes, I did quite a lot.",neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,I imagine you let him kiss you good deal more then.,,positive,ang
Ses02M_script03_2,Ses02M_script03_2_F,Mind your own business.,,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_M,What riotous time you must have had.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,"No restraint at all, very enjoyable, never had much anyhow.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,You're quite insufferable. I expect it's because you're drunk.,,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_M,I am not in the least drunk.,,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_M,"I imagine, as I may have already mentioned, I've had three minute liquor glasses of Brandy the whole evening long a child of two couldn't get drunk on that.",,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_F,On the contrary a child of two could get violently drunk on only one glass of Brandy.,,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_M,"Oh very interesting. How about a child of four, a child of six or a child of nine?",,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_F,Oh be quiet.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,"We can get a good little debate going about that, don't you think? Intemperate tots.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Not very funny my dear, you better have some more Brandy.",,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_M,All right. I will.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,Better turn that off I think.,neu,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,Why?,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,Because it's late and it'll annoy the people upstairs.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,There aren't any people upstairs it's a photographer's studio.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,There are people downstairs I suppose?,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,They're away in Tunis.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,This is no time of the year for Tunis.,,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_F,"Turn it on again, please.",,neutral,neu
Ses02M_script03_2,Ses02M_script03_2_M,I'll do no such thing.,fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_F,"Very well, if you insist on being boorish and idiotic.",fru,negative,fru
Ses02M_script03_2,Ses02M_script03_2_M,Turn it off it's driving me mad.,,neutral,ang
Ses02M_script03_2,Ses02M_script03_2_F,You are far too temperamental. Try to control yourself.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,Turn it off.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,Stop it. Stop it. I hate you.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,"Amanda, listen. Listen.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Listen indeed. I'm sick and tired of listening to you, damn sadistic bully.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,Very amusing indeed.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Stop it. Stop it. I hate you, do you hear? You're overbearing and conceited and utterly impossible.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,"You're a vile tempered, loose living, wicked little beast and I hope I never see you again as long as I live.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"This is the end, do you hear? The end finally and forever.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,You're not going like this.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,Oh yes I am.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,You're not.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,"Yes, I am. Let go of me you're cruel fiend and I hate and loathe you. Thank God I realized who you really are before I would ever, ever marry you again. I would never marry you again. I'd rather die in torment.",ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,Shut up.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,Shut up.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_M,I wouldn't marry you again if you came to me on your bended knees. You're a evil minded little vampire. I hope to God I never see you again as long as I live.,ang,negative,ang
Ses02M_script03_2,Ses02M_script03_2_F,You're a beast. I hate you. Stop it. Stop it.,ang,negative,ang
Ses03F_impro01,Ses03F_impro01_F,"God, finally I got to the line, the front of the line. I've been waiting there for like half an hour.",,neutral,neu
Ses03F_impro01,Ses03F_impro01_F,[BREATHING] It's so hot in here. Hoo.,,neutral,neu
Ses03F_impro01,Ses03F_impro01_M,Yeah.,,neutral,neu
Ses03F_impro01,Ses03F_impro01_M,"Oh, um-",neu,neutral,neu
Ses03F_impro01,Ses03F_impro01_F,What's wrong?,neu,neutral,neu
Ses03F_impro01,Ses03F_impro01_M,"You didn't fill this out right. All right. It says that you have to fill out the back sheet of this, but you filled out the yellow sheet of it.",neu,neutral,neu
Ses03F_impro01,Ses03F_impro01_F,"No, no, no, no, no, no. The lady over there, she told me to fill out the front and she said to wait in this line.",fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,Who?,neu,neutral,neu
Ses03F_impro01,Ses03F_impro01_F,I don't know. Some lady. Sonya or something.,fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,She- she probably doesn't even work here.,neu,neutral,neu
Ses03F_impro01,Ses03F_impro01_F,"Excuse me? No, no. I waited in the line over there..",fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,All right Uh-,neu,neutral,neu
Ses03F_impro01,Ses03F_impro01_F,and she told me to come over here and she said to fill out everything on the application and I did that.,fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,It's not right.,fru,negative,fru
Ses03F_impro01,Ses03F_impro01_F,"Look, I-- No, no, no, I--you don't understand. I have to go back to work.",fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,You just take--all right.,fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,"Well, you didn't fill this paper at work out right and it's going to take another fifteen minutes to do it and look at how long the line we got here so just-",fru,negative,fru
Ses03F_impro01,Ses03F_impro01_F,I am not-,fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,"okay, just go back and fill it out real quick and I'm sorry, you have to get back in line and wait. I can't let you cut.",fru,negative,fru
Ses03F_impro01,Ses03F_impro01_F,But you don't understand. I cannot get back in line because I have to go back to work. I will get fired if I don't leave here.,fru,negative,fru
Ses03F_impro01,Ses03F_impro01_M,"Well, maybe you should have got here earlier than so you had a lot of time to do this.",,neutral,fru
Ses03F_impro01,Ses03F_impro01_F,But I was at work and the lady told me to come and work it and to stand in the line.,,neutral,fru
Ses03F_impro01,Ses03F_impro01_M,I don't know who this lady is.,,neutral,fru
Ses03F_impro01,Ses03F_impro01_F,[LAUGHTER],fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,"How's it going, babe?",neu,neutral,neu
Ses03F_impro02,Ses03F_impro02_F,Yeah?,neu,neutral,neu
Ses03F_impro02,Ses03F_impro02_M,All right.,neu,neutral,neu
Ses03F_impro02,Ses03F_impro02_F,Good.,,positive,neu
Ses03F_impro02,Ses03F_impro02_F,"Hey listen,eh- I've been wanting to talk to you. I have something to tell you. How's Amy doing?",,neutral,neu
Ses03F_impro02,Ses03F_impro02_M,She's doing fine. She just took her first steps today actually. I videotaped it for you so you can watch it.,hap,positive,hap
Ses03F_impro02,Ses03F_impro02_F,yeah.,,neutral,neu
Ses03F_impro02,Ses03F_impro02_F,oh.,exc,positive,exc
Ses03F_impro02,Ses03F_impro02_F,"I really want to say that. Well I, so, you know, at the center department they called me in and I talked to-",,neutral,exc
Ses03F_impro02,Ses03F_impro02_M,"Oh, yeah? What did they say?",,neutral,exc
Ses03F_impro02,Ses03F_impro02_F,Well umm- actually they--I was promoted.,exc,positive,exc
Ses03F_impro02,Ses03F_impro02_M,"Oh, wow. That's great.",,positive,exc
Ses03F_impro02,Ses03F_impro02_F,And Uh- Yeah. Uh- They're going to need um- more nurses on call for uh- to go overseas to help out with the war.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"And uh - seeing as I was uh- promoted and head of the department now, and so- well, they asked me to go.",,neutral,sad
Ses03F_impro02,Ses03F_impro02_F,yeah.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,when?,,neutral,sad
Ses03F_impro02,Ses03F_impro02_F,It's going- It's going to be probably in about three weeks.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,What? You can't do that. Three weeks?,,neutral,sad
Ses03F_impro02,Ses03F_impro02_F,yeah,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"Well, I'm leaving in three weeks, but-- Yeah.",,neutral,sad
Ses03F_impro02,Ses03F_impro02_M,"God, we're supposed to take a look at a house next week.",fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,Maybe we can still do that,fru,negative,fru
Ses03F_impro02,Ses03F_impro02_M,"I can't- No, I can't do this alone.",ang,negative,ang
Ses03F_impro02,Ses03F_impro02_F,"Yeah, and uh--",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,Amy's starting school in a month.,,neutral,fru
Ses03F_impro02,Ses03F_impro02_F,"I know, but look, I have to take this. I mean, if I don't, I mean, I could get fired.",fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,And we know you need-we need the money. We couldn't even- purchase a house if I didn't take this.,fru,negative,fru
Ses03F_impro02,Ses03F_impro02_M,God.,fru,negative,fru
Ses03F_impro02,Ses03F_impro02_M,You know what happened to my cousin. She went and she never came back.,fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,"Honey, I'm going to come back. It's not like that.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,But it- it is for a year.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,Oh,fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,"Babe, I'm sorry. But I don't want to do.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,I can't-,fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,"You know as much as -as much as me that I-I want to stay here with you and Amy so bad, but I can't.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,You remember the last time you went? You know how hard it was for me? Now we have a kid.,,neutral,sad
Ses03F_impro02,Ses03F_impro02_F,"But you're so good with her. You know, she knows you better than she knows me 'cause I'm at work every day.",fru,negative,fru
Ses03F_impro02,Ses03F_impro02_M,I have to work.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,[BREATHING],fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,"Babe, I love you.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,You can't leave your daughter alone like this.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"But she has you. I mean, that's what you're there for. You're my right-hand man.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,It's going to be okay.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,You can't postpone it?,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"No, I have to go.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"Wait, you can write me and as you know, send me pictures.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,I don't know if I can handle you going another year.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,What do you mean?,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,I don't know if I- if I could take it.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"Look, I need you to be strong for me. 'Cause I can't be the only one that's strong right now, really, I--",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,I can't be that strong. A whole year.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,"me, oh my god.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"But we can work, you know, we--you can write me and we could see pictures",,neutral,sad
Ses03F_impro02,Ses03F_impro02_M,What if you don't come back?,fru,negative,fru
Ses03F_impro02,Ses03F_impro02_F,"and if we survive, if we survive that then babe, you know you know we could survive any--",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,I will come back.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,"What am I supposed--oh, one out of five people aren't coming back.",,neutral,sad
Ses03F_impro02,Ses03F_impro02_M,It doesn't look very good.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,I can do it. I'm going to do it. And I'll be back safe and sound and-,,neutral,sad
Ses03F_impro02,Ses03F_impro02_F,we'll have all the money that we ever needed.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,And- And then I'll stop working and- I'll stay home with the baby.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,I don't want the money. I want-you here,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,"we'll get money, all right? You don't need the job, all right?",,neutral,sad
Ses03F_impro02,Ses03F_impro02_M,If your life is going to be in danger and this family is going to be in danger we don't need the job. We'll find the money.,ang,negative,ang
Ses03F_impro02,Ses03F_impro02_F,It's all I ever knew how to do. I can't quit now.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,How are we supposed to tell Amy? How's she supposed to understand that?,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"Well, we- we tell her mommy's going on va- on a trip for for- a while.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,"How is she going to feel the first year in school, no mom.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,Don't do that to me.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"It's hard enough already, Brian, I can't.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,I'm not thinking about just me; I'm thinking about our child.,,neutral,sad
Ses03F_impro02,Ses03F_impro02_F,I know.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"I didn't expect this to happen. I never planned for this. Some things you just don't plan for, you know.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,"I'm sorry, babe.",sad,negative,sad
Ses03F_impro02,Ses03F_impro02_F,I'm so sorry.,sad,negative,sad
Ses03F_impro02,Ses03F_impro02_M,"All right, then.",sad,negative,sad
Ses03F_impro03,Ses03F_impro03_M,"Oh, my God, look at that. Huh-oh, how many carats is that?",exc,positive,exc
Ses03F_impro03,Ses03F_impro03_F,"I know. [LAUGHTER]. Dude, I don't know. It's- Probably. It's huge. I don't even know how to like wear it. My hand is like going down like really low. I can't believe it.",,neutral,exc
Ses03F_impro03,Ses03F_impro03_M,Like eighteen? [LAUGHTER],exc,positive,exc
Ses03F_impro03,Ses03F_impro03_M,"Oh, Jesus.",exc,positive,exc
Ses03F_impro03,Ses03F_impro03_M,Is it-,,neutral,exc
Ses03F_impro03,Ses03F_impro03_F,"I- Yeah, it's-",,neutral,exc
