data_split,dialogue_id,original_id,speaker,utterance,emotion
train,dailydialog-train-4929,train-4929,user,You don't need to worry about that.,no emotion
train,dailydialog-train-4929,train-4929,system,That was mean to say.,no emotion
train,dailydialog-train-4929,train-4929,user,"I am very sorry, but I must go.",no emotion
train,dailydialog-train-4929,train-4929,system,I guess.,no emotion
train,dailydialog-train-4930,train-4930,user,"Lucy, I'd like to fix the light in the corridor, it keeps flashing, which drives me crazy. Would you like to help me with the ladder?",no emotion
train,dailydialog-train-4930,train-4930,system,"Monica, wait a moment. I think we'd better call the repairman to do it.",no emotion
train,dailydialog-train-4930,train-4930,user,I think I can handle it by myself.,no emotion
train,dailydialog-train-4930,train-4930,system,I'd like you to have a look at the safety manual of our company.,no emotion
train,dailydialog-train-4930,train-4930,user,"I see. If I got hurt when fixing the light, even during office hours, I wouldn't get compensation from our company since repairing is not my responsibility.",no emotion
train,dailydialog-train-4930,train-4930,system,Other company rules also need your attention.,no emotion
train,dailydialog-train-4930,train-4930,user,Like this one?,no emotion
train,dailydialog-train-4930,train-4930,system,Never wear loose clothes or hair when operating the shredder.,no emotion
train,dailydialog-train-4930,train-4930,user,"Yeah, thank you for telling me.",no emotion
train,dailydialog-train-4930,train-4930,system,Don't mention it.,no emotion
train,dailydialog-train-4931,train-4931,user,Will you be checking in any baggage today?,no emotion
train,dailydialog-train-4931,train-4931,system,"Yes, I have two large suitcases and one box.",no emotion
train,dailydialog-train-4931,train-4931,user,"If you need baggage tags, they are found in the box on your right.",no emotion
train,dailydialog-train-4931,train-4931,system,"No, thank you. They are already tagged with my name and address.",no emotion
train,dailydialog-train-4931,train-4931,user,You are allowed an additional two carry-on items.,no emotion
train,dailydialog-train-4931,train-4931,system,"Good, I have my backpack and my camera tripod.",no emotion
train,dailydialog-train-4931,train-4931,user,I see. All carry-on items must be able to fit under the seat or in the overhead bin.,no emotion
train,dailydialog-train-4931,train-4931,system,Both my items will fit under the seat or in the overhead bin.,no emotion
train,dailydialog-train-4931,train-4931,user,You will need to send the tripod as luggage because it is too long to fit in our gauge box for carry-on items.,no emotion
train,dailydialog-train-4931,train-4931,system,I cannot let anything happen to that tripod. Can you guarantee it will not be damaged if I check it in?,no emotion
train,dailydialog-train-4931,train-4931,user,"No, I can't. Perhaps your stewardess will help you to find a place to store it.",no emotion
train,dailydialog-train-4931,train-4931,system,Good idea. I will ask the stewardess to help me store my tripod.,no emotion
train,dailydialog-train-4932,train-4932,user,I'm afraid I have lost my air ticket while I was shopping.,no emotion
train,dailydialog-train-4932,train-4932,system,I'm sorry to hear that. Did you check your shoulder bag carefully?,no emotion
train,dailydialog-train-4932,train-4932,user,"Yes, I checked again and again, but I can't find it. By the day after tomorrow, can I have the ticket reissued?",no emotion
train,dailydialog-train-4932,train-4932,system,I'm afraid you can't.,no emotion
train,dailydialog-train-4932,train-4932,user,I talked with the manager over the phone and he told me I can have it reissued because I have a copy of my lost ticket.,no emotion
train,dailydialog-train-4932,train-4932,system,"Oh, I see. I'll call the manager, then.",no emotion
train,dailydialog-train-4933,train-4933,user,I can't finish this steak.,no emotion
train,dailydialog-train-4933,train-4933,system,That's all right.,no emotion
train,dailydialog-train-4934,train-4934,user,"Look, the printer isn't functioning well. I'Ve pushed the start button. It is suppose to be working now but it remains like a log. What's going on?",no emotion
train,dailydialog-train-4934,train-4934,system,Let me check. It has a paper jam.,no emotion
train,dailydialog-train-4934,train-4934,user,I didn't pay attention to that. I will try to get the paper out.,no emotion
train,dailydialog-train-4934,train-4934,system,"Be careful, the cartridge can be very hot.",no emotion
train,dailydialog-train-4935,train-4935,user,"Good morning, sir. Do you have a reservation?",no emotion
train,dailydialog-train-4935,train-4935,system,Yes. My name is Charles.,no emotion
train,dailydialog-train-4935,train-4935,user,I see. We have a window table reserved for you.,no emotion
train,dailydialog-train-4935,train-4935,system,It's very kind of you.,happiness
train,dailydialog-train-4935,train-4935,user,Would you like to order now or wait for a while?,no emotion
train,dailydialog-train-4935,train-4935,system,"Bring me the menu, please.",no emotion
train,dailydialog-train-4936,train-4936,user,Can you help me pick out a gift for my daughter?,no emotion
train,dailydialog-train-4936,train-4936,system,She might like a laptop computer.,no emotion
train,dailydialog-train-4936,train-4936,user,"Yes, that sounds like a good idea.",happiness
train,dailydialog-train-4936,train-4936,system,Might I suggest a Mac?,no emotion
train,dailydialog-train-4936,train-4936,user,Okay. How much?,no emotion
train,dailydialog-train-4936,train-4936,system,"Well, a 15 - inch Pro is $2,100.",no emotion
train,dailydialog-train-4936,train-4936,user,"Oh, that sounds great. I'll take it.",happiness
train,dailydialog-train-4936,train-4936,system,Great. How would you like to pay for it?,happiness
train,dailydialog-train-4936,train-4936,user,Here's my VISA.,no emotion
train,dailydialog-train-4936,train-4936,system,"Let me ring you up. Okay, sign here, please.",no emotion
train,dailydialog-train-4936,train-4936,user,Everything I need is in this box?,no emotion
train,dailydialog-train-4936,train-4936,system,It'll take her only a few minutes to get online.,no emotion
train,dailydialog-train-4936,train-4936,user,Thank you for your help.,happiness
train,dailydialog-train-4936,train-4936,system,So long. Thank you for shopping here.,happiness
train,dailydialog-train-4937,train-4937,user,"Excuse me, are cameras allowed here?",no emotion
train,dailydialog-train-4937,train-4937,system,"Sorry, sir, in order to protect these paintings, taking photos are strictly forbidden here.",no emotion
train,dailydialog-train-4937,train-4937,user,I see. What a pity. I have to appreciate it carefully.,no emotion
train,dailydialog-train-4937,train-4937,system,I am really sorry for that.,no emotion
train,dailydialog-train-4938,train-4938,user,"Hi, John Phillips? I'm Rose Green. I'Ve been asked to handle your training and introduce a little bit of the company to you. It's nice to meet you.",no emotion
train,dailydialog-train-4938,train-4938,system,"It's nice to meet you, too, Ms. Green. This company seems so big right now; I don't know how I'll ever get used to it.",no emotion
train,dailydialog-train-4938,train-4938,user,"After a week, you'll be running around here like a pro. Let me give you this list of departments first, next to each department is its location and the name of the manager.",no emotion
train,dailydialog-train-4938,train-4938,system,Great – That'll be big help.,happiness
train,dailydialog-train-4939,train-4939,user,Have you bought a lot of new clothes for your vacation?,no emotion
train,dailydialog-train-4939,train-4939,system,"No, I haven't. I've decided I' m going to travel very light this time.",no emotion
train,dailydialog-train-4939,train-4939,user,What does travel light mean?,no emotion
train,dailydialog-train-4939,train-4939,system,"Oh! It means that I'm going to take only a few clothes, so I didn't have to carry a heavy suitcase.",no emotion
train,dailydialog-train-4940,train-4940,user,"I'm afraid we can't increase salary this year, money is just too tight.",no emotion
train,dailydialog-train-4940,train-4940,system,"I'm not sure. I can't agree, dan.",no emotion
train,dailydialog-train-4940,train-4940,user,Why not?,no emotion
train,dailydialog-train-4940,train-4940,system,"Surely, there are other ways to save money.",no emotion
train,dailydialog-train-4940,train-4940,user,"What are you talking about, we've tried everything!",surprise
train,dailydialog-train-4941,train-4941,user,Is there anything I can do?,no emotion
train,dailydialog-train-4941,train-4941,system,Yes. I am thinking of a tour to Australia.,no emotion
train,dailydialog-train-4941,train-4941,user,May I recommend the popular route? It's a seven days' trip and cost $500.,no emotion
train,dailydialog-train-4941,train-4941,system,That's really cheap. What are the fees included?,no emotion
train,dailydialog-train-4941,train-4941,user,"Everything, sir, including the air tickets, accommodation and gate tickets.",no emotion
train,dailydialog-train-4941,train-4941,system,"OK, I will take the tour.",no emotion
train,dailydialog-train-4942,train-4942,user,Could I speak to the apartment manager?,no emotion
train,dailydialog-train-4942,train-4942,system,I am the apartment manager. How can I help you?,no emotion
train,dailydialog-train-4942,train-4942,user,I wanted to know if that apartment on Main Street is still for rent.,no emotion
train,dailydialog-train-4942,train-4942,system,I haven't rented it out yet. Would you like to see it?,no emotion
train,dailydialog-train-4942,train-4942,user,"Yes, I want to see it.",no emotion
train,dailydialog-train-4942,train-4942,system,How about today at 6 p. m. ?,no emotion
train,dailydialog-train-4942,train-4942,user,That time is okay with me.,no emotion
train,dailydialog-train-4942,train-4942,system,Very good. We'll meet at 6. Do you need directions?,happiness
train,dailydialog-train-4942,train-4942,user,"No, thank you. I go by there on my way to work.",no emotion
train,dailydialog-train-4942,train-4942,system,"If you're interested, you can fill out an application form.",no emotion
train,dailydialog-train-4942,train-4942,user,That's a good idea. Do I need to bring anything myself?,happiness
train,dailydialog-train-4942,train-4942,system,No. The only thing I need to see is your driver's license.,happiness
train,dailydialog-train-4943,train-4943,user,I don't know what I'm going to do! It's going to be impossible to make ends meet if I lose my job!,sadness
train,dailydialog-train-4943,train-4943,system,don't worry. I don't think you're going to lose your job over one mistake.,no emotion
train,dailydialog-train-4943,train-4943,user,"it was a rather big mistake. When you work as an investment adviser, ONC small mistake can cost the company millions.",no emotion
train,dailydialog-train-4943,train-4943,system,"but it wasn't just you who was involved, right? You were only doing what your supervisor told you to do.",no emotion
train,dailydialog-train-4943,train-4943,user,"that's true, but my supervisor is very dishonest. There's no reason he needs to tell our boss the truth. I'm sure he will tell our boss that it was all my fault, and there's nothing I can do about tha",no emotion
train,dailydialog-train-4943,train-4943,system,let's think realistically about what might happen. How much money do you have in your savings?,no emotion
train,dailydialog-train-4943,train-4943,user,I have enough to live off of for about 3 months. But I really don't want to spend my life savings on just living! I'd rather invest my money somehow.,no emotion
train,dailydialog-train-4943,train-4943,system,"well, that's good. If you lose your job, you can just move in with me until you find another job. That will save you plenty of money.",no emotion
train,dailydialog-train-4943,train-4943,user,that's very generous of you. I guess that would work.,no emotion
train,dailydialog-train-4943,train-4943,system,"if you lose your job, you just have to go for a few months without buying all the junk you usually buy. If you live frugally, you'll save plenty of money.",no emotion
train,dailydialog-train-4943,train-4943,user,I guess working with so much money has made me rather greedy. Maybe losing my job would be a good thing!,no emotion
train,dailydialog-train-4944,train-4944,user,"Yo baby, are you satisfied with the costume show in the street?",no emotion
train,dailydialog-train-4944,train-4944,system,It's hard to say. Just so-so.,no emotion
train,dailydialog-train-4945,train-4945,user,"Let's start to study how to use computers, Paubler. It' s good to know that a computer has two major parts, the hardware and the software.",no emotion
train,dailydialog-train-4945,train-4945,system,What's the hardware?,no emotion
train,dailydialog-train-4945,train-4945,user,The hardware of computer is basically all the concrete things you can touch with your hands and see with your eyes.,no emotion
train,dailydialog-train-4945,train-4945,system,That's seems obvious enough. then what about the software?,no emotion
train,dailydialog-train-4945,train-4945,user,The software of computer is all the programmes inside the computer that allow you to use the computer to do things.,no emotion
train,dailydialog-train-4945,train-4945,system,"I see, actually the hardware is the easy part, I do want to study how to use the software.",no emotion
train,dailydialog-train-4945,train-4945,user,"Right you are, Paler, and since what you want to learn is how to use software, we should also learn to refer to the computer menus.",no emotion
train,dailydialog-train-4945,train-4945,system,"Ever since I saw computer can do your project, I wanted to have a computer.",no emotion
train,dailydialog-train-4946,train-4946,user,Hello.,no emotion
train,dailydialog-train-4946,train-4946,system,"Hi, Lucy, are you free to talk?",no emotion
train,dailydialog-train-4946,train-4946,user,"Not really, I'm in a meeting. Can I call you back in... say... 15 minutes?",no emotion
train,dailydialog-train-4946,train-4946,system,"Sure, speak to you later. It isn't urgent. Maybe it is easier if I send you an e-mail.",no emotion
train,dailydialog-train-4946,train-4946,user,"Ok, I'll look out for it. Sorry, I can't talk now.",no emotion
train,dailydialog-train-4947,train-4947,user,"Hello, this is Li King. Can I talk to your manager?",no emotion
train,dailydialog-train-4947,train-4947,system,"Sorry, he has just gone out now. Can I take a message for you?",no emotion
train,dailydialog-train-4947,train-4947,user,Yes. Would you please kindly tell him I want to apply for a proof-reader in your newspaper?,no emotion
train,dailydialog-train-4947,train-4947,system,"OK, I got it.",no emotion
train,dailydialog-train-4948,train-4948,user,Hello. What can we do for you today?,no emotion
train,dailydialog-train-4948,train-4948,system,"I've just had some money sent from Germany, in Euros.",no emotion
train,dailydialog-train-4948,train-4948,user,"OK, could you give me your details and I'll see if it has cleared. We need your banking details and some ID. A passport or something like that?",no emotion
train,dailydialog-train-4948,train-4948,system,"I have my passport right here, and here are the account details. The name, number ...",no emotion
train,dailydialog-train-4948,train-4948,user,"Mr Jurgen, yes, the remittance has been successful.",no emotion
train,dailydialog-train-4948,train-4948,system,"That was quick! I didn't expect it to come through so quickly. Yes, that is good news. The full amount should be 20,000 Euros, is that right? I'd like to withdraw 5,000 Euros worth of local currency, if that's possible.",no emotion
train,dailydialog-train-4948,train-4948,user,"Not a problem, Sir. Please fill in this exchange form and show me your passport.",no emotion
train,dailydialog-train-4949,train-4949,user,"Get up, it's time for you to get ready.",no emotion
train,dailydialog-train-4949,train-4949,system,Let me just get five more minutes of sleep.,no emotion
train,dailydialog-train-4949,train-4949,user,"I would, but you need to start getting ready for school.",no emotion
train,dailydialog-train-4949,train-4949,system,"I understand, but all I want is five more minutes of sleep.",no emotion
train,dailydialog-train-4949,train-4949,user,"If I let you go back to sleep, I know that you won't get up in five minutes.",no emotion
train,dailydialog-train-4949,train-4949,system,Trust me. I'm going to wake up.,no emotion
train,dailydialog-train-4949,train-4949,user,You have a lot to get done this morning.,no emotion
train,dailydialog-train-4949,train-4949,system,"I already know, and I'll take care of all that when I wake up.",no emotion
train,dailydialog-train-4949,train-4949,user,I want you to be on time for school today.,no emotion
train,dailydialog-train-4949,train-4949,system,I'll make it to school on time. Don't worry.,no emotion
train,dailydialog-train-4949,train-4949,user,"Okay, I'll let you sleep for a little while longer.",no emotion
train,dailydialog-train-4949,train-4949,system,I really appreciate that.,happiness
train,dailydialog-train-4950,train-4950,user,How many rooms are you looking for?,no emotion
train,dailydialog-train-4950,train-4950,system,"Oh, four or five. How much is the rent for this apartment?",no emotion
train,dailydialog-train-4950,train-4950,user,150 a month.,no emotion
train,dailydialog-train-4950,train-4950,system,"150? No, I'm not really interested in this place. It isn't big enough. It isn't near enough to my office.",surprise
train,dailydialog-train-4951,train-4951,user,My mascara's waterproof!,happiness
train,dailydialog-train-4951,train-4951,system,"Oh, how high class! So you just wear it forever?",no emotion
train,dailydialog-train-4951,train-4951,user,No. There's makeup remover for waterproof mascara.,no emotion
train,dailydialog-train-4951,train-4951,system,Is it dry yet?,no emotion
train,dailydialog-train-4951,train-4951,user,Yep. See how long and curly my lashes are?,no emotion
train,dailydialog-train-4951,train-4951,system,They look fake.,no emotion
train,dailydialog-train-4951,train-4951,user,Thanks!,happiness
train,dailydialog-train-4952,train-4952,user,"Tom? Oh, it's been a while since we've talked to each other. Nice to hear you again.",happiness
train,dailydialog-train-4952,train-4952,system,"Same here. Hey, did you know Susan is going to get married. She invited me to her wedding and she wants you to attend also.",no emotion
train,dailydialog-train-4952,train-4952,user,Really?,surprise
train,dailydialog-train-4952,train-4952,system,Definitely. I'm calling to tell you this.,no emotion
train,dailydialog-train-4952,train-4952,user,Why didn't she call me?,no emotion
train,dailydialog-train-4952,train-4952,system,"She tried, but the line is always busy.",no emotion
train,dailydialog-train-4952,train-4952,user,"Well, I may have stayed on the phone too long. Can you give me her number? I'll call her later.",no emotion
train,dailydialog-train-4952,train-4952,system,Of course. It's 555-4653.,no emotion
train,dailydialog-train-4952,train-4952,user,Thanks. So how are things with you?,happiness
train,dailydialog-train-4952,train-4952,system,Pretty good. I've just bought a new house.,happiness
train,dailydialog-train-4952,train-4952,user,Wow! Great! Where?,happiness
train,dailydialog-train-4952,train-4952,system,In the suburb. How are you and Carol? Still living in town?,no emotion
train,dailydialog-train-4952,train-4952,user,"Yeah, it's really convenient. The theater and Shopping Mall are within walking distance. Well, I got to go. I'll get in touch with you soon.",happiness
train,dailydialog-train-4952,train-4952,system,Okay. Don't forget to call Susan.,happiness
train,dailydialog-train-4952,train-4952,user,Don't worry. Bye.,happiness
train,dailydialog-train-4953,train-4953,user,Are you okay?,no emotion
train,dailydialog-train-4953,train-4953,system,No.,sadness
train,dailydialog-train-4953,train-4953,user,What's wrong?,no emotion
train,dailydialog-train-4953,train-4953,system,I got robbed!,sadness
train,dailydialog-train-4953,train-4953,user,By who?,no emotion
train,dailydialog-train-4953,train-4953,system,Some guy on the street just mugged me.,sadness
train,dailydialog-train-4953,train-4953,user,Are you hurt?,no emotion
train,dailydialog-train-4953,train-4953,system,"No, he just stole all of my things.",sadness
train,dailydialog-train-4953,train-4953,user,That's crazy.,surprise
train,dailydialog-train-4953,train-4953,system,I need to go to the police station.,no emotion
train,dailydialog-train-4953,train-4953,user,Do you want me to take you?,no emotion
train,dailydialog-train-4953,train-4953,system,That would be great. Thank you.,no emotion
train,dailydialog-train-4954,train-4954,user,Repairman. May I come in?,no emotion
train,dailydialog-train-4954,train-4954,system,Come in please.,no emotion
train,dailydialog-train-4954,train-4954,user,"What's the matter, sir?",no emotion
train,dailydialog-train-4954,train-4954,system,The toilet doesn't flush.,no emotion
train,dailydialog-train-4954,train-4954,user,Let me see. En .. it's right now. You can try it.,no emotion
train,dailydialog-train-4954,train-4954,system,Wonderfull. Thanks a lot.,happiness
train,dailydialog-train-4954,train-4954,user,You are welcome.,no emotion
train,dailydialog-train-4955,train-4955,user,"Come in, young man.",no emotion
train,dailydialog-train-4955,train-4955,system,"( while shaking hands) I am Zhang Wei, nice to meet you, sir.",no emotion
train,dailydialog-train-4955,train-4955,user,"I am Smith, the personnel director. Please have a seat, son.",no emotion
train,dailydialog-train-4955,train-4955,system,Thank you. Have you received my resume?,no emotion
train,dailydialog-train-4955,train-4955,user,"Actually, I haven't had time to look it over. Did you bring another copy with you?",no emotion
train,dailydialog-train-4955,train-4955,system,"Of course, here you are, sir.",no emotion
train,dailydialog-train-4955,train-4955,user,Call me Mr. Smith.,no emotion
train,dailydialog-train-4955,train-4955,system,"Certainly, it would be my pleasure, Mr. Smith.",no emotion
train,dailydialog-train-4956,train-4956,user,Mom! How can I help with the washing up?,no emotion
train,dailydialog-train-4956,train-4956,system,"You peel the onions and wash them, then chop them.",no emotion
train,dailydialog-train-4956,train-4956,user,OK! Then what can I do after I finish it?,happiness
train,dailydialog-train-4956,train-4956,system,Let me see. Wash the cabbage over there.,no emotion
train,dailydialog-train-4956,train-4956,user,"OK, got it.",no emotion
train,dailydialog-train-4956,train-4956,system,What is your father doing now?,no emotion
train,dailydialog-train-4956,train-4956,user,Reading newspaper on the couch.,no emotion
train,dailydialog-train-4956,train-4956,system,How about Daniel?,no emotion
train,dailydialog-train-4956,train-4956,user,"Staying with Ultraman, of course. You know he likes it very much.",no emotion
train,dailydialog-train-4956,train-4956,system,Be careful of the peeler. Don't cut your fingers.,no emotion
train,dailydialog-train-4956,train-4956,user,I will.,no emotion
train,dailydialog-train-4956,train-4956,system,"OK, we've finished. Can you get your father and brother?",no emotion
train,dailydialog-train-4956,train-4956,user,OK!,happiness
train,dailydialog-train-4957,train-4957,user,How do you like your work?,no emotion
train,dailydialog-train-4957,train-4957,system,"The work is rather hard, but it's interesting.",no emotion
train,dailydialog-train-4957,train-4957,user,What do you do?,no emotion
train,dailydialog-train-4957,train-4957,system,I work in a publishing house. How about you?,no emotion
train,dailydialog-train-4957,train-4957,user,"Mine isn't hard, but it's not interesting.",no emotion
train,dailydialog-train-4957,train-4957,system,What do you do then?,no emotion
train,dailydialog-train-4957,train-4957,user,I'm a clerk in a shop.,no emotion
train,dailydialog-train-4958,train-4958,user,Hi. I can't get going on my computer until I get a broadband hookup.,no emotion
train,dailydialog-train-4958,train-4958,system,"Just plug the Ethernet cable into your computer, and you'll be off and running.",no emotion
train,dailydialog-train-4958,train-4958,user,"That would be okay if I had an Ethernet port. Unfortunately, my laptop uses wireless only.",no emotion
train,dailydialog-train-4958,train-4958,system,"In that case, let me tell you about some alternatives.",no emotion
train,dailydialog-train-4958,train-4958,user,Anything to get me up and running.,no emotion
train,dailydialog-train-4958,train-4958,system,"For starters, we have a computer lab.",no emotion
train,dailydialog-train-4958,train-4958,user,Fantastic! What do I have to pay per hour?,no emotion
train,dailydialog-train-4958,train-4958,system,The lab is completely free. But you do have to pay a dime a page for printing.,no emotion
train,dailydialog-train-4958,train-4958,user,That's fine. Now tell me about the other alternatives.,no emotion
train,dailydialog-train-4958,train-4958,system,Just bring your laptop down here to the lobby. We're set up for wireless right here.,no emotion
train,dailydialog-train-4958,train-4958,user,"Great! I like that suggestion, but what if I need to print something there?",no emotion
train,dailydialog-train-4958,train-4958,system,"Unfortunately, you'll have to go to the computer lab for your printing needs.",no emotion
train,dailydialog-train-4959,train-4959,user,"I'm not sure, is this our stop?",no emotion
train,dailydialog-train-4959,train-4959,system,"Yeah, get off the bus.",no emotion
train,dailydialog-train-4959,train-4959,user,Do you have any idea where we are?,no emotion
train,dailydialog-train-4959,train-4959,system,I'm really not sure.,no emotion
train,dailydialog-train-4959,train-4959,user,This can't be the right stop.,no emotion
train,dailydialog-train-4959,train-4959,system,I don't think this is right.,no emotion
train,dailydialog-train-4959,train-4959,user,"We got off too early, didn't we?",no emotion
train,dailydialog-train-4959,train-4959,system,"Yeah, we did get off too early.",no emotion
train,dailydialog-train-4959,train-4959,user,I should've just stayed on the bus.,sadness
train,dailydialog-train-4959,train-4959,system,I messed up.,sadness
train,dailydialog-train-4959,train-4959,user,"Great, we have to walk now.",no emotion
train,dailydialog-train-4959,train-4959,system,You want to wait for the next bus?,no emotion
train,dailydialog-train-4960,train-4960,user,Is this the Friendship Hospital? Please send an ambulance to 68 Hu Nan Road.,no emotion
train,dailydialog-train-4960,train-4960,system,Is it urgent? Our ambulances are not enough to meet every call.,no emotion
train,dailydialog-train-4960,train-4960,user,Of course. It's urgent. I think the partie nt is suffering from acute appendicitis. He may die if not treated in time.,no emotion
train,dailydialog-train-4960,train-4960,system,"All right, we'll come right away.",no emotion
train,dailydialog-train-4960,train-4960,user,( after a while ...) Where's the patient?,no emotion
train,dailydialog-train-4960,train-4960,system,He's there in the room. He's very ill.,no emotion
train,dailydialog-train-4960,train-4960,user,Don't worry. We'll put him in the stretcher. You are coming with us? Step in please.,no emotion
train,dailydialog-train-4960,train-4960,system,Carry him into the emergency ward. Here we are.,no emotion
train,dailydialog-train-4960,train-4960,user,"Help the patient bathe and change his clothes, nurse. Then bring him into the operating room.",no emotion
train,dailydialog-train-4960,train-4960,system,"( after a while ...) I'm his guide. What's the trouble with him, doctor",no emotion
train,dailydialog-train-4960,train-4960,user,"He had appendicitis, but is all right now that it was removed. He'll have to rest for a few weeks to recover.",no emotion
train,dailydialog-train-4960,train-4960,system,May I send food for him?,no emotion
train,dailydialog-train-4960,train-4960,user,"No, outside food is not permitted.",no emotion
train,dailydialog-train-4960,train-4960,system,Can I come round to see him tomorrow?,no emotion
train,dailydialog-train-4960,train-4960,user,"Yes. But first you must observe the visiting hours, It's from 2 to 5 p. m. By the way, consult the nurse before you enter the ward.",no emotion
train,dailydialog-train-4960,train-4960,system,Yes. Thank you.,no emotion
train,dailydialog-train-4960,train-4960,user,"By the way, you can bring some flowers.",no emotion
train,dailydialog-train-4960,train-4960,system,OK.,no emotion
train,dailydialog-train-4960,train-4960,user,Don't worry about him.,no emotion
train,dailydialog-train-4960,train-4960,system,When could I take care of him?,no emotion
train,dailydialog-train-4960,train-4960,user,Our nurse can take good care of him.,no emotion
train,dailydialog-train-4961,train-4961,user,good afternoon! Can I help you?,no emotion
train,dailydialog-train-4961,train-4961,system,could you show me where the Chinese-style clothing is located? I want to buy a silk coat.,no emotion
train,dailydialog-train-4961,train-4961,user,"this way, please. Here they are. They're all handmade.",no emotion
train,dailydialog-train-4961,train-4961,system,"oh, they look nice. May I try that back one on?",happiness
train,dailydialog-train-4961,train-4961,user,of course. The fitting room is right over there.,no emotion
train,dailydialog-train-4961,train-4961,system,do you have a medium in the same color? This one is a little tight.,no emotion
train,dailydialog-train-4961,train-4961,user,I'm sorry. All the back of that size are sold out. Would you like a red one?,no emotion
train,dailydialog-train-4961,train-4961,system,"ok, let me try it on. what do you think?",no emotion
train,dailydialog-train-4961,train-4961,user,"oh, that suits you very well. Besides it is believed in China that the red color brings happiness and good luck.",no emotion
train,dailydialog-train-4961,train-4961,system,"really? I'll take it, and I'm leaving here tomorrow. Is it possible for you to send one in black to me by mail when you gte it in?",surprise
train,dailydialog-train-4961,train-4961,user,"our pleasure. Please fill out this form, leaving your address and telephone number.",no emotion
train,dailydialog-train-4961,train-4961,system,thanks. Who much would that come to?,happiness
train,dailydialog-train-4961,train-4961,user,let me see ...,no emotion
train,dailydialog-train-4962,train-4962,user,"Are you interested in going sightseeing, Mr. Simpson? I think you are here not only for the negotiation but also for sightseeing.",no emotion
train,dailydialog-train-4962,train-4962,system,I heard that there are some beauty spots and places of historical interest in this city.,no emotion
train,dailydialog-train-4962,train-4962,user,Shall we go to the Tiananmen Square first?,no emotion
train,dailydialog-train-4962,train-4962,system,That's great. I trouble you so much. Thank you very much.,happiness
train,dailydialog-train-4962,train-4962,user,It's my pleasure. Shall we go there on foot? It's very near.,happiness
train,dailydialog-train-4962,train-4962,system,"OK, let's go.",no emotion
train,dailydialog-train-4963,train-4963,user,"Welcome back racing fans! My name is Rick Fields and, as always, I am joined by my partner in crime, Bob Copeland.",happiness
train,dailydialog-train-4963,train-4963,system,"We're in the last stretch of this very exciting race, and Kimmi Rikknen is leading the pack with only four laps to go! They are heading to turn three and Lewis Hamilton tries to pass Rikknen! It's a close one and, oh no! Hamilton hits the wall!",happiness
train,dailydialog-train-4963,train-4963,user,"He came in too fast, jammed on the breaks and spun out. We have a yellow flag and the pace car is making its way onto the track.",happiness
train,dailydialog-train-4963,train-4963,system,The cleanup crew is towing the heavily damaged car and the green flag drops! Rikknen is still in the lead with only two laps to go!,happiness
train,dailydialog-train-4963,train-4963,user,"Smoke is coming out of his car! He seems to be having engine trouble! He makes his way into the pit, and Fernando Alonso takes the lead!",happiness
train,dailydialog-train-4963,train-4963,system,"How unlucky for Rikknen, and this race is over ladies and gentlemen, Alonso takes the checkered flag!",happiness
train,dailydialog-train-4964,train-4964,user,"Hello, do you remember me? I bought some vases from you yesterday.",no emotion
train,dailydialog-train-4964,train-4964,system,"eyes, you sent them to New York, right?",no emotion
train,dailydialog-train-4964,train-4964,user,That's right. I thought I'd come back to buy a few more souvenirs.,no emotion
train,dailydialog-train-4964,train-4964,system,What did you have in mind?,no emotion
train,dailydialog-train-4964,train-4964,user,"Well, first, I'd like to buy a few postcards. My sister used to always send a postcard to herself whenever she went anywhere. I want to do that, too.",no emotion
train,dailydialog-train-4964,train-4964,system,We have plenty of postcards to choose from here. The same designs can be found on these posters.,no emotion
train,dailydialog-train-4964,train-4964,user,Posters are difficult to travel with. I think I'll just buy the postcards. I heard that you might also have some of the masks that are made in Venice.,no emotion
train,dailydialog-train-4964,train-4964,system,"Yes, we do. They're on the wall behind you.",no emotion
train,dailydialog-train-4964,train-4964,user,How much do they cost?,no emotion
train,dailydialog-train-4964,train-4964,system,The prices are clearly marked on the back of each mask. Would you like me to get one down for you to look at?,no emotion
train,dailydialog-train-4964,train-4964,user,"Yes, I think I'd like the green mask in the middle.",no emotion
train,dailydialog-train-4964,train-4964,system,Here you go.,no emotion
train,dailydialog-train-4964,train-4964,user,"I'll take it, I'd also like to buy some chocolate.",no emotion
train,dailydialog-train-4964,train-4964,system,Are you looking for some homemade chocolate as a gift?,no emotion
train,dailydialog-train-4964,train-4964,user,"Yes, it's my girlfriend's birthday today and she loves chocolate.",no emotion
train,dailydialog-train-4964,train-4964,system,We've got plenty to choose from here.,no emotion
train,dailydialog-train-4964,train-4964,user,They look delicious. I think she'll be pleased.,happiness
train,dailydialog-train-4965,train-4965,user,"Good morning, Madam. Is everything OK? Is there something I can assist you with?",no emotion
train,dailydialog-train-4965,train-4965,system,"Thank you, yes. I'm not sure how to use this ATM, I usually go to a clerk and use my Bank Book. But today, I thought I'd try something new. I want to take some money out.",no emotion
train,dailydialog-train-4965,train-4965,user,Welcome to the electronic age! I can run you through it; it's what I'm here for.,no emotion
train,dailydialog-train-4965,train-4965,system,"Thanks so much. Right, I've put my card in. What now?",no emotion
