scene_id,speaker,text,emotion
484,Receptionist,"Well, you'll have to wait your turn.",neutral
484,Joey,"Well, how long do you think it'll be?",neutral
484,Receptionist,Any minute now.,neutral
485,Ross,"Hey, this-  Heyy...",joy
486,Chandler,Hey.,neutral
486,Joey,Hey! Any good mail?,neutral
486,Chandler,"Yes, you got something from the Screen Actor’s Guild.",neutral
486,Joey,"Ooh, it’s probably a residual check, hey can you open it for me, I’m kinda….",neutral
486,Chandler,"""Benefits lapsed.""",neutral
486,Joey,Hmm that’s weird. I don’t remember being in a move called benefits lapsed.,neutral
486,Chandler,"Okay, it’s not a check. They’re saying your health insurance expired because, you didn’t work enough last year.",neutral
486,Joey,Let me see that!,surprise
486,Chandler,All right.,neutral
486,Joey,"Oh, I can’t believe this!",surprise
486,Joey,This sucks!,anger
486,Joey,"When I had insurance I could get hit by a bus or catch on fire, y’know?",fear
486,Joey,And it wouldn’t matter.,anger
486,Joey,Now I gotta be careful?,anger
486,Chandler,"I’m sorry man, there’s never a good time to  stop catching on fire.",sadness
486,Joey,"All right well, I guess I gotta go get a job. I’m gonna go see my agent.",sadness
486,Chandler,"Okay, make sure you look both ways before you cross the street.",neutral
486,Joey,look both ways before you cross the street.,joy
487,Monica,I can't believe Phoebe's gonna have her babies!,surprise
488,Chandler,"I know, it's beautiful. Amazing.",joy
488,Chandler,"I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.",neutral
488,Monica,Do you know anything about women?,neutral
488,Chandler,No.,neutral
488,Monica,That's all right.,neutral
488,Chandler,Okay.,neutral
489,Rachel,Remember when we went to Central Park and rented boats?.. That was fun.,joy
489,Ross,Yeah. He could row like a viking.,joy
489,Monica,Hi.,neutral
489,All,Mmm.,neutral
489,Ross,So how'd it go?,neutral
490,Monica,"Oh, y'know..",neutral
491,Phoebe,Did he mention us?,neutral
491,Monica,He said he's really gonna miss you guys.,sadness
491,Ross,"You had a rough day, huh.. c'mere.",sadness
492,Monica,...love you.,joy
492,Ross,Are you're hands still wet?,neutral
492,Joey,"Uh, moist, yeah.",neutral
492,Rachel,Let's dry 'em again.,neutral
493,Rachel,Oh my God! Oh my God!!,sadness
493,Monica,Still crying?,surprise
493,Rachel,Like a,neutral
493,Monica,"Y’know, I only know of two surefire ways to shut a man up. And one of them is sex.",neutral
493,Rachel,What’s the other one?,neutral
493,Monica,"I don’t know, I’ve never had to use the other one.",neutral
493,Monica,"I’m just saying y’know, if we’re having sex, he’s not gonna be talking.",neutral
493,Rachel,Oh that’s right.,joy
493,Rachel,You’re the talker.,neutral
493,Rachel,"Anyway uh, great idea!",joy
493,Rachel,"Umm, I gotta go to the store; I told him that I would buy him some more tissues.",neutral
493,Monica,"Oh, we have some",neutral
493,Rachel,No you don’t!,anger
494,Phoebe,"Okay, yeah.  Triple A can pick us up.",neutral
495,Phoebe,"Yeah, what town are we near?",neutral
495,Monica,"Freemont. West-Westmont, ah Westburg?",neutral
495,Phoebe,Then why are you answering? Do you at least know what route we’re on?,anger
496,Rachel,"Yeah, we are definitely on Route 27.",neutral
496,Phoebe,"Okay.  We are at a rest stop on Route 27. Okay.  There is no Route 27.   Okay, either 93 or 76?",neutral
496,Rachel,"I don’t know, I’m sorry, I always slept in the back when we drove up here.",sadness
496,Phoebe,"Hey, can you send somebody up and down 76 and check every rest stop, and, and also 93?",neutral
496,Phoebe,Okay!,neutral
496,Phoebe,"Yeah, no they don’t do that.",neutral
496,Rachel,"Ugh, okay, well somebody will come and save us.",neutral
496,Monica,Who?,anger
496,Monica,I mean have you seen a car come by here in the last hour and a half?,fear
496,Monica,"I think we should call Ross, maybe he can get a car and come pick us up.",neutral
496,Rachel,"No! No, I am not getting in a car with Ross, we will just have to live here!",anger
496,Phoebe,But if...,fear
496,Rachel,"No you guys, I am not getting in a car with him, you’ll have to think of something else.",anger
496,Phoebe,"Oh good, oh Joey and Chandler are back.",joy
496,Monica,So the going for help went well?,neutral
497,Joey,"I’m telling you man, I saw it.",neutral
497,Chandler,"Yeah, well, you’re wrong! Okay, you’re wrong.",anger
497,Joey,"I’m not wrong! I wish I was. I’m sorry. Bet that barium enema doesn’t sound so bad now, huh?",sadness
498,Monica,I know.,neutral
498,Monica,Let’s try a look…of far off…wonderment.,neutral
498,Monica,"Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.",joy
498,Monica,Chandler!,surprise
498,Monica,What is the matter with your face?!,surprise
498,Monica,"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""",anger
498,Monica,Hey!,anger
498,Monica,Don’t laugh at him!,anger
498,Monica,He’s,neutral
499,Rachel,We’re gonna find love!,joy
499,Phoebe,Definitely!,joy
499,Rachel,"Yeah, I’m pretty confident about that.",neutral
499,Rachel,That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,joy
499,Rachel,It would be nice to have a little guarantee though.,neutral
499,Phoebe,What do you mean?,neutral
499,Rachel,"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other.",neutral
499,Phoebe,You mean a backup?,neutral
499,Rachel,Exactly!,joy
499,Phoebe,"Yeah, yeah I got that.",neutral
499,Rachel,You do?,neutral
499,Phoebe,Hm-mmm,neutral
499,Rachel,Who?,neutral
499,Phoebe,Yeah!,joy
499,Rachel,Are you serious?!,surprise
499,Phoebe,"Yeah, I locked him years ago!",joy
499,Rachel,"Wh… So… If neither of you are married by the time you’re 40, you’re gonna marry Joey.",surprise
499,Phoebe,"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.",neutral
499,Rachel,"Oh, seriously?",surprise
499,Joey,"Yeah uh, what am I gonna do?",neutral
500,Chandler,"Yeah, I’m sorry man.  You wanna go watch?",neutral
500,Joey,Yeah!,joy
501,Tag,Good morning.,neutral
501,Rachel,"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",joy
501,Tag,Oh yeah! We went to the Knicks game.,joy
501,Rachel,Ohh that’s nice.,joy
501,Tag,Then we went to this bar and he hooked us up with all these women!,joy
501,Rachel,Wo-women? You mean like old women?,disgust
501,Tag,"Well kinda old, like 30.",neutral
501,Rachel,Oh.,neutral
501,Tag,"And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night.",surprise
501,Rachel,"That’s great! Wow man, so Joey must’ve really taught you some stuff huh?",surprise
501,Tag,A little.,neutral
501,Rachel,Yeah?,surprise
501,Tag,How you doin’?,neutral
502,Monica,"Phoebe, we are so proud of you! You're amazing!",joy
502,Phoebe,I know.,neutral
502,Rachel,So does it really hurt as bad as they say?,joy
503,Monica,What did you just say?,surprise
503,Chandler,You roll another hard eight and we get married here tonight.,joy
503,Monica,Are you serious?!,surprise
503,Chandler,Yes! I love you! I've never loved anybody as much as I love you.,joy
503,Monica,I've never loved anybody as much as I love you.,joy
503,Chandler,"Okay, so if an eight comes up, we take it as a sign and we do it!",joy
503,Chandler,What do you say?,neutral
503,Monica,Okay!,joy
503,Chandler,Okay! Come on! Let's go! All right!,joy
503,Chandler,Okay! That's a four! And where-where's the other one?,anger
503,Drunken Gambler,It went under the table.,neutral
503,Monica,"Nobody move!  Okay, you look that way; I'll look this way!",anger
503,Chandler,Here it is! Here it is!,joy
503,Monica,That could be a four or a five. It's your call.,neutral
503,Chandler,It's a four.,neutral
503,Monica,I think so too.,neutral
504,Joey,Well that’s it. I’m done. Whew!  There come the meat sweats.,joy
504,Monica,"Well Joey, we’re all…we’re all very proud of you.",joy
504,Chandler,"Yes, I believe we can expect a call from the President any moment now.",neutral
504,Phoebe,Is there anything we can do for you?,neutral
504,Joey,"No just, nobody press on my stomach.",neutral
504,Rachel,You can keep those pants by the way.,neutral
504,Joey,Whoa—hey—wh-wh-what do you got there? What is that? Pie?,surprise
504,Monica,"Yeah, you want some?",neutral
504,Joey,"Ah, just cut me a little sliver.",joy
504,Joey,A little bigger.,neutral
504,Joey,Little bigger.,neutral
504,Joey,What?!,surprise
504,Joey,Are you afraid you’re gonna run out?!,anger
504,Joey,Cut me a real piece!,anger
505,Ross,"Phoebe, oh my God! Wh-wh-what are you doing here?",surprise
505,Phoebe,"I need to talk to you, it’s pretty urgent. It’s about Monica and Chandler.",neutral
505,Ross,Oh my God!,surprise
505,Ross,"Of course, of course.",neutral
505,Ross,"Umm, would you please excuse me for a moment?",neutral
505,Ross,"Umm, do you know each other’s hometowns?",neutral
505,Ross,Why don’t you…   Wh-what’s going on?,fear
505,Phoebe,"Well, umm, not much.",neutral
505,Phoebe,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?",neutral
505,Phoebe,"So, could I just move in with you for a couple days?",neutral
505,Ross,"Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?",neutral
505,Phoebe,Nothing..Why?,neutral
505,Ross,"Phoebe, you said it was urgent!",anger
505,Phoebe,Oh yeah it is! I’m going to the movies and it starts in like five minutes.,neutral
505,Ross,Do you realize I have a classroom full of students?,anger
505,Phoebe,"Oh, I’m sorry. I’m so rude. Does anyone want to come to the movies?",neutral
506,Ross,"Look, look, there’s got to be a way we can work past this.",sadness
506,Ross,"Okay,  I can’t imagine, I can’t imagine my life without you.",fear
506,Ross,"Without, without these arms, and your face, and this heart.",sadness
506,Ross,"Your good heart Rach,  and, and....",sadness
506,Rachel,No.,neutral
506,Rachel,"I can’t, you’re a totally different person to me now.",sadness
506,Rachel,"I used to think of you as somebody that would never, ever hurt me, ever.",sadness
506,Rachel,"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross.",sadness
506,Rachel,"It’s just changed, everything.",sadness
506,Rachel,Forever.,sadness
506,Ross,"Yeah, but this can’t be it, I mean.",sadness
506,Rachel,Then how come it is?,sadness
507,Monica,"Windows are clean, candels are lit.",neutral
507,Monica,"Uh, belt's to tight, gotta change the belt.",joy
507,Monica,Did I turn the fish?,neutral
507,Monica,"No, cause I made lasagne.",neutral
507,Monica,Am I out of control?,anger
507,Rachel,Just a touch.,neutral
507,Rachel,"Mon, I don't understand.",neutral
507,Rachel,"I mean, you've been dating this guy since like, what... his midterms?",surprise
507,Rachel,"I mean, why all the sudden are you so... Oh.",surprise
507,Monica,What?,neutral
507,Rachel,Could tonight be the Night?,joy
507,Monica,I don't know.,neutral
507,Monica,Look he's a great guy and I love being with him but... you know.,joy
507,Monica,"Things happen, and they happen.",joy
507,Monica,You don't plan these things.,neutral
507,Rachel,"So, did you shave your legs?",neutral
507,Monica,Yeah.,neutral
508,Joey,Ross!,anger
508,The Casting Director,"Okay, Raymond, Joey you're up.",neutral
508,Joey,Hi!,joy
508,The Casting Director,"Okay, uh well, let's try one. Whenever you guys are ready.",neutral
508,Joey,Uh-oh.,fear
508,The Casting Director,Is there a problem?,neutral
508,Joey,"Well this is noodle soup and uh, I've been working with tomato.",neutral
508,Joey,"But that's okay, no problem.",neutral
508,Joey,No problem.,neutral
508,Joey,"Hmm, noodle soup.",neutral
508,The Casting Director,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",neutral
508,Joey,"Oh, what did I say?",surprise
508,The Casting Director,"Hmm, noodle soup.",neutral
508,Joey,How's that different?  Oh! Yeah!,surprise
508,The Casting Director,"All right, let's try one.",neutral
508,Joey,"Hmm, noodle soup.",neutral
508,The Casting Director,Okay. Let's do it again.,neutral
508,Joey,Okay.,neutral
508,Joey,"Hmm, soup.  I mean, noodle soup. I mean soup!",anger
508,Raymond,COME ON!!!!,anger
508,The Casting Director,Y'know what? We need to move on.,anger
508,Joey,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",anger
509,Rachel,Okay. Just give us a second. Ross!,neutral
509,Ross,Yeah?,neutral
509,Rachel,Give her some money.,neutral
509,Ross,I really think they’re out of rooms.,neutral
509,Rachel,"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!",anger
509,Ross,"Well then we’d be in a lot of trouble, you don’t know where any countries are.",neutral
509,Ross,Okay.,neutral
509,Ross,"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?",neutral
509,Nurse,This is a hospital.,neutral
509,Rachel,Y’know what?,neutral
509,Rachel,I’d have to say I really don’t care for your tone.,anger
509,Rachel,And this is not the only hospital in this city and we have no problem to—Whoa!,anger
509,Rachel,Oh gosh!,surprise
509,Ross,What-what?,surprise
509,Rachel,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,surprise
509,Nurse,Would you like to see a semi-private room?,neutral
509,Rachel,"Yeah, it couldn’t hurt to look.",neutral
510,Ross,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",neutral
510,Kristin,That's funny. Who are they?,joy
510,Ross,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",neutral
510,Kristin,You mean they're lovers.,surprise
510,Ross,If you wanna put a label on it.,neutral
510,Kristin,"Wow, uh, anything else I should know?",surprise
511,Rachel,"Oh God, Ross, I cannot do this.",sadness
511,Ross,"Okay, quick and painful.",neutral
511,Rachel,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",fear
511,Ross,"Oh, what? What-what?",surprise
511,Rachel,Y'know Marcel?,neutral
511,Ross,...Yeah?,neutral
511,Rachel,"Well, I kind of... I kind of lost him.",sadness
512,Rachel,Hi Pheebs!,joy
512,Phoebe,Hi!,joy
512,Rachel,How are ya?,neutral
512,Phoebe,Good.,neutral
512,Rachel,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?",neutral
512,Phoebe,Yeah.,neutral
512,Rachel,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,neutral
512,Phoebe,Yeah!,joy
512,Rachel,And do you remember going into my purse and stealing the phone?!,anger
512,Phoebe,"Ooh, now you lost me.",fear
512,Rachel,You stole the phone!,anger
512,Phoebe,No I didn’t!,anger
512,Rachel,"No? So you’re saying that if I called it, it wouldn’t ring?",anger
512,Phoebe,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",fear
512,Rachel,Phoebe!,anger
513,Tag,It’s not here.,neutral
513,Rachel,"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?",neutral
513,Tag,How could I have left them in the copy room?,neutral
513,Rachel,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,anger
513,Tag,Fine.,anger
514,Joey,How ya doin'? Welcome. Good to see ya!,joy
514,Stage Director,This will be your phone.,neutral
514,Joey,"That's great. But uh, I'm not really expecting a lot of calls.",neutral
514,Stage Director,No you answer it and take pledges.,neutral
514,Joey,But I'm the host!,surprise
514,Stage Director,"No, Gary Collins is the host. You'll be answering the phones.",neutral
514,Joey,"You don't seem to understand. See, I was Dr. Drake Remoray.",neutral
514,Stage Director,"Well, here's your phone doctor.",neutral
515,Gunther,Hey guys.,neutral
515,Monica,Hey Gunther. Hi.  I mean you’re going out on a date with the noisy guy upstairs?,surprise
515,Phoebe,"Well, he’s very charming.",neutral
515,Monica,"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",disgust
515,Phoebe,"Well, you’re just gonna have to try.",neutral
515,Monica,"Joey, where are the",neutral
515,Joey,"I don’t know, Chandler is supposed to be passin’ ‘em around...",neutral
516,Chandler,"Okay, ten blocks down. Five to go.",anger
516,Monica,Oh wait! Stop! Stop! Stop!,joy
516,Chandler,Oh I’m sorry! Do you need a break?,surprise
516,Monica,My boots in tan! Hey! Can you get a little closer so I can see the price?,joy
516,Chandler,I can see it from right here. It’ll cost you one husband.,joy
516,Monica,"Okay, I’m sorry. I think I can walk the rest of the way now. Just-just give me my boots.",sadness
517,Phoebe,Come on more!,anger
517,Monica,Oh God!,joy
517,Phoebe,"Yeah, you like that don’t you?",neutral
517,Monica,Oh yeah right there!,joy
517,Phoebe,You want it there? You take it there baby!,joy
517,Monica,Uh Phoebe?,sadness
517,Phoebe,"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again.",joy
518,Kate,Happy?! Is that what I’m supposed to be Vic? Happy?,anger
518,Joey,"Well, why don’t you tell me what you’re supposed to be!",anger
518,Joey,Huh?,neutral
518,Joey,Because I sure as hell can’t figure it out!,anger
518,Joey,I talk to you and it’s nothin’.,neutral
518,Joey,"You look at me, and nothin’.",neutral
518,Joey,Nothing.,neutral
518,The Director,"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow.",joy
518,Kate,"Well, that was ah...",neutral
519,Monica,What?! What are you doing?!,surprise
519,Chandler,Do you know what just happened?,anger
519,Monica,Yeah. We-we had sex and then we fell asleep.,neutral
519,Chandler,No. We were in the middle of sex…and,neutral
519,Monica,"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!",joy
520,Joey,"Don't worry, Chandler, it's not a globe of the United States.",neutral
520,Phoebe,Hey you guys I'm gonna go out and take a walk.,neutral
520,Ross,"Phoebe, why is your bag moving?",surprise
520,Phoebe,"Oh, it's not!",neutral
520,Rachel,"Seriously, it's moving!",surprise
520,Joey,What the hell is in there?,surprise
520,Phoebe,It's just my knitting that's all!  Yes! I knit this. I'm very good.,neutral
521,Joey,There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.,neutral
521,Joey,"I had such an opportunity in the recent, present.",neutral
521,Joey,"And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",sadness
521,Joey,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",anger
521,Joey,"And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",sadness
521,Joey,"I’m sorry, I’m sorry, I’m sorry.",sadness
521,Joey,Thank you.,neutral
522,Phoebe,Rach?,surprise
522,Rachel,I’ll be out in a second.,neutral
522,Phoebe,Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a,joy
522,Rachel,"Honey, we have to go. Our reservations are at 8:00.",neutral
522,Phoebe,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,neutral
522,Rachel,"Okay honey, you can finish this later we’re gonna be late. We gotta go.",neutral
522,Phoebe,"Please, don’t play the music. Just uh one more.",joy
523,Rachel,I can't believe you don't want to know.,surprise
523,Rachel,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",joy
523,Monica,And Monica knows...,neutral
523,Ross,"Wha, heh, how could you know, I don't even know!",surprise
523,Monica,"Carol called me to thank me for the lasagna, I asked, she told me.",neutral
523,Joey,So what's it gonna be?,joy
523,Ross,"Wait—oh—hey—huh, oh great now he knows, and I don't know!",anger
523,Monica,"I'm sorry, I'm just excited about being an aunt!",joy
523,Joey,Or an uncle...,neutral
523,Chandler,Hey Phoebe!,joy
523,Ross,Hi Pheebs!,joy
523,Rachel,Pheebs!,joy
523,Phoebe,Fine!,anger
523,Monica,"Phoebe, what's the matter?",neutral
523,Phoebe,"Nothing, I'm sorry, I'm just, I'm out of sorts.",sadness
523,Rachel,"Oh, right, that's me!",surprise
523,Joey,"Hey, Chandler, that table place closes at 7, come on.",neutral
523,Chandler,Fine.,neutral
523,Monica,"Phoebe, what is it?",neutral
523,Phoebe,"All right, you know Paolo?",neutral
523,Ross,"I'm familiar with his work, yes...",neutral
523,Phoebe,"Well, he made a move on me.",anger
523,Joey,"Whoa, store will be open tomorrow!",surprise
523,Chandler,"More coffee over here, please!",joy
524,Phoebe,Hey.,neutral
524,Joey,"Hey. What, what are you doing here?",surprise
524,Phoebe,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",sadness
524,Phoebe,"Yeah,  oh, but oh...",neutral
524,Joey,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",neutral
524,Phoebe,Destiny.,neutral
524,Joey,Sure.,neutral
524,Phoebe,Yes.,neutral
524,Joey,All right.,neutral
524,Phoebe,Okay.  Yikes! That one doesn’t look very fulfilled.,surprise
524,Joey,"Oh, that’s, that’s ah, one of the old ones, he’s just taking it to the back.",neutral
524,Phoebe,"You keep the old ones in the back, that is so ageist.",anger
524,Joey,Well we have to make room for the fresh ones.,neutral
524,Phoebe,"So, what happens to the old guys?",sadness
524,Joey,"Well, they go into the chipper.",neutral
524,Phoebe,"Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",fear
524,Joey,Hey! Hey!!,surprise
525,Monica,Light still out?,neutral
525,Rachel,Yeah.,neutral
525,Monica,Oh. Maybe they're- napping.,neutral
525,Rachel,"Oh please, they're having sex.",sadness
525,Monica and Phoebe,Shut up!,anger
525,Rachel,"So, whaddya think George is like?",neutral
525,Monica,I think he's shy.,neutral
525,Phoebe,Yeah?,surprise
525,Monica,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,neutral
526,Ross,"Hi! Hi, I’m Ross, you don’t know me, but I’m a big, big fan of yours. I mean,",joy
526,Isabella,Aren’t you with that girl over there?,neutral
526,Ross,"Well, yeah, kinda.",neutral
526,Ross,"Um, but that’s okay, see we have an understanding, um, see we each have this list of five famous people,  so I’m allowed to sleep with you.",neutral
526,Ross,"No, no, no, it’s flattery.",joy
526,Ross,"Oh no, no, no, wait, wait, Isabella.",joy
526,Ross,"Don’t, don’t just dismiss this so fast.",fear
526,Ross,I mean this is a once in a lifetime opportunity...,neutral
526,Isabella,"Yeah, for you. Is that the list?",neutral
526,Ross,"Um, yeah.",neutral
526,Isabella,May I see it?,neutral
526,Ross,"Um, no.",fear
526,Isabella,Come on!,joy
526,Ross,"But, okay.",neutral
526,Isabella,I’m not on the list!,surprise
526,Ross,"Um, see, but that’s not the final draft.",neutral
526,Isabella,It’s laminated!,anger
526,Ross,"Yeah, um, okay see, you were, you were on the list but my friend, Chandler  brought up the very good point that you are international, so I bumped you for Wynona Rider, local.",neutral
526,Isabella,Y'know it’s ironic...,neutral
526,Isabella,...because I have a list of five goofy coffee house guys and yesterday I bumped you for that guy over there.,neutral
526,Ross,We’re just gonna be friends.,neutral
527,Phoebe,Get out of here you lurker!  Go on! Get!,anger
527,Chandler,Hey Pheebs!,joy
527,Phoebe,Ohh! You made up!,surprise
527,Monica,"Yeah, I couldn't be mad at him for too long.",neutral
527,Chandler,"Yeah, she couldn't live without the Chan Love.",joy
527,Phoebe,"Ohh, get a room.",disgust
527,Monica,We have one.,neutral
527,Phoebe,I know. Use it.,disgust
528,Rachel,"Oh Mon, listen I have to ask!",surprise
528,Rachel,"Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?",neutral
528,Monica,"Yeah, a lot. A lot, a lot!",neutral
528,Rachel,"Ohh! And I’m one of them!! Wow! Oh, I just cannot believe this! I mean, Joey Tribbiani!",surprise
528,Monica,"Well, y’know it’s none of my business, but aren’t you married?",neutral
528,Rachel,Yeah. Oh I just wish we could not be married for a little bit! Y’know I just wish we could be like on a break!,anger
529,Rachel,Ross! I think she is trying to make something happen with you to get back at me!,anger
529,Ross,So that’s the only reason she could be here huh?,neutral
529,Ross,It couldn’t have anything to do with the fact that-that maybe I’m a good listener and I uh I put on a,neutral
529,Rachel,"Ross, I am telling you that she is using you to get back at me!",anger
529,Ross,"I think I can take care of myself, I’ll talk to you later.",neutral
529,Ross,Good-bye.,neutral
529,Ross,Whoa!,surprise
529,Ross,"Uh, that was your sister actually.",neutral
529,Ross,She-she thinks that you’re just using me.,neutral
529,Jill,So?,neutral
530,Phoebe,I’m sorry.,sadness
530,Phoebe Sr,What are you doing here?!,surprise
530,Phoebe,"I-I, came to fill your ice cube trays.",neutral
530,Phoebe Sr,What?!,surprise
530,Phoebe,"Umm, okay, okay, look.",neutral
530,Phoebe,I took this picture from your fridge.,anger
530,Phoebe,"Okay, because I know that this is my Father.",anger
530,Phoebe,"Yeah, this is Frank Buffay and you are standing right there next to him.",anger
530,Phoebe,"Now, look I deserve to know where I came from.",anger
530,Phoebe,All right?,anger
530,Phoebe,So if you can help me find my Father then you should!,anger
530,Phoebe,"Otherwise, you’re just mean!",anger
530,Phoebe,"So, just tell me the truth!",anger
530,Phoebe Sr,"All right, the man in the picture is Chuck Magioni.",neutral
530,Phoebe,My Father is Chuck Magioni?,surprise
530,Phoebe Sr,"No, no, that’s just Chuck Magioni, I-I sold him a house last year!",neutral
530,Phoebe Sr,"And I’m very sorry, but I don’t know where your Father is, and that’s the truth.",sadness
530,Phoebe,Oh.,sadness
530,Phoebe Sr,"But umm, you’re right.",neutral
530,Phoebe Sr,I think that a person should know where they come from.,neutral
530,Phoebe Sr,"Wh-which is why I ah,  ahh,  okay.",neutral
530,Phoebe Sr,I’m your mother.,neutral
530,Phoebe,Heh?,surprise
530,Phoebe Sr,"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",sadness
531,A Student,What’s happening to your accent?,surprise
531,Ross,Come again?,surprise
531,Ross,What’s-what’s this nonsense?,fear
531,Ross,"All right, I’m-I’m not English.",sadness
531,Ross,I’m from Long Island.,neutral
531,Ross,"I was really nervous and the accent just uh, just came out.",sadness
531,Ross,I’m sorry.,sadness
531,Ross,"So, if we could just get back to the lecture.",neutral
531,Ross,"Umm, were there any questions?",neutral
531,Ross,About paleontology.,neutral
531,Ross,"All right, look I was just trying to make a good first impression.",anger
531,Ross,"Obviously, I screwed up.",sadness
531,Ross,But what you guys think of me is really important because I’m-I’m hoping to get a permanent job here.,neutral
531,Ross,So if you just give me another chance to make a good impression,neutral
531,Rachel,Ross!! Are you crazy?! I am,anger
531,Ross,"Well, hello Rachel!",surprise
532,Chandler,"Where you going, Joe?",neutral
532,Joey,For a walk.,neutral
532,Chandler,Oh. You mind if I join you?,neutral
532,Joey,"Actually, that will be long. You know, I really need to organize    my thoughts.",neutral
532,Chandler,Your thoughts? Plural?,surprise
532,Joey,"Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!",joy
532,Chandler,"I'm afraid I can't let you do that, Joe.",neutral
532,Joey,Now YOU'RE telling me I can't see her??,anger
532,Joey,You guys are killing me!,sadness
532,Joey,She's forbidden fruit!,sadness
532,Joey,"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?",sadness
532,Joey,Did Ross tell you not to let me go over    there?,neutral
532,Chandler,"Yes, as a matter of fact he did, so I can't let you go.",neutral
532,Joey,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.,anger
532,Chandler,Great novels?,surprise
532,Joey,Fine ... mediocre porn,neutral
533,Rachel,"Okay, I think we can get the evaluation back before they see it, but we’re gonna have to get into Mr. Zelner’s office.",neutral
533,Rachel,"Now, he doesn’t get in until 10, so he’s no problem, but his assistant, Betty, she comes in early to eat her breakfast at her desk.",neutral
533,Tag,That’s kinda sad.,sadness
533,Rachel,"Yeah, well Betty is kinda sad. Which is why I believe I can lure her away with these chocolates.  Now, while I distract her,",neutral
533,Tag,Got it!,joy
533,Rachel,Let’s roll!,joy
533,Mr. Zelner,"Hello Rachel, you uh, got a minute?",neutral
533,Rachel,"Yeah, sure Mr. Zelner, for you anything—minute. Okay. Fine.  Abort the plan, abort the plan.",neutral
533,Mr. Zelner,"Uh actually, I’d like to speak with both of you.",neutral
533,Rachel,"Okay. Uh, well can we, can we get you anything Mr. Zelner? Maybe some chocolates?",neutral
534,Phoebe,"Cassie, are you finding everything okay in there?",neutral
534,Cassie,Yeah! Thank you so much for letting me stay here.,neutral
534,Phoebe,Oh! No problem! I,joy
534,Cassie,What?,surprise
535,Hoshi,You are iron.,neutral
535,Hoshi,You are steel!,joy
535,Hoshi,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?",anger
535,Pete,"I told you, we’re adding new operators all the time. Could we concentrate on my training?",neutral
