scene_id,utterance_id,speakers,transcript,emotion,turn_id,predicted_sentiment
s03_e07_c11,s03_e07_c11_u016,Chandler Bing,"Hey, I'm going for sushi does anybody want.. Whoa-whoa, somebody missed the off ramp.",Mad,12,neutral
s03_e07_c11,s03_e07_c11_u017,Phoebe Buffay,It's Monica's bed. What?,Scared,13,negative
s03_e07_c11,s03_e07_c11_u018,Chandler Bing,Okay. It's a racecar.,Mad,14,neutral
s03_e07_c11,s03_e07_c11_u019,Phoebe Buffay,"So. This has always been Monica's bed, what you're just noticing now, how self-involved are you?",Scared,15,negative
s03_e07_c11,s03_e07_c11_u020,Chandler Bing,"Okay, well it this bed isn't new, how come there is plastic on the mattress?",Powerful,16,neutral
s03_e07_c11,s03_e07_c11_u021,Monica Geller,Sometimes I have bad dreams.,Scared,17,negative
s03_e07_c12,s03_e07_c12_u002,Student,"Look, I just saw my best friends brains smeared across the canvas, that's not gonna be me, not me.",Scared,0,negative
s03_e07_c12,s03_e07_c12_u003,Joey Tribbiani,Wow! That was good. That was... Tweezers?,Joyful,1,positive
s03_e07_c12,s03_e07_c12_u004,Student,No.,Neutral,2,neutral
s03_e07_c12,s03_e07_c12_u005,Joey Tribbiani,Whoa. That was really good.,Joyful,3,positive
s03_e07_c12,s03_e07_c12_u006,Student,"Thanks, any suggestions?",Neutral,4,neutral
s03_e07_c13,s03_e07_c13_u002,Chandler Bing,You told him to play the boxer gay!!,Mad,0,negative
s03_e07_c13,s03_e07_c13_u003,Joey Tribbiani,"Well, I-I might've said supergay.",Scared,1,negative
s03_e07_c13,s03_e07_c13_u004,Chandler Bing,You totally screwed him over.,Mad,2,negative
s03_e07_c13,s03_e07_c13_u005,Monica Geller,"Joey, you're this guy's teacher. I mean how could you do this?",Mad,3,negative
s03_e07_c13,s03_e07_c13_u006,Joey Tribbiani,"Because, Monica, the guy's so good, and I really, really want this part.",Peaceful,4,negative
s03_e07_c13,s03_e07_c13_u007,Phoebe Buffay,"Well, if you really, really want it, then it's okay.",Neutral,5,neutral
s03_e07_c16,s03_e07_c16_u002,Jester,"Uh, may I help you?",Neutral,0,neutral
s03_e07_c16,s03_e07_c16_u003,Monica Geller,"Yeah, I talked to you on the phone, I'm the lady that got stuck with the racecar bed.",Mad,1,neutral
s03_e07_c16,s03_e07_c16_u004,Jester,"Look, it's like I told you, there's nothing I can do. You signed for it, Monica Velula Geller.",Mad,2,negative
s03_e07_c16,s03_e07_c16_u005,Joey Tribbiani,"All right, Jester man, look we wanna see the king.",Mad,3,neutral
s03_e07_c16,s03_e07_c16_u006,Jester,Nobody sees the king!,Mad,4,negative
s03_e07_c16,s03_e07_c16_u007,Joey Tribbiani,"Oh-ho-kay, I'm talking to the king.",Mad,5,neutral
s03_e07_c16,s03_e07_c16_u008,Jester,Hey! You can't go back there!,Mad,6,negative
s03_e07_c16,s03_e07_c16_u010,Janice Litman Goralnik,Oh my God.,Scared,7,negative
s03_e10_c01,s03_e10_c01_u002,Chandler Bing,"Eh..., I don't, I don't know.",Neutral,0,neutral
s03_e10_c01,s03_e10_c01_u003,Rachel Green,What?,Neutral,1,negative
s03_e10_c01,s03_e10_c01_u004,Chandler Bing,"Well, as old as he is in dog years, do you think Snoopy should still be allowed to fly this thing?",Joyful,2,neutral
s03_e10_c01,s03_e10_c01_u005,Gunther,Rachel?,Neutral,3,neutral
s03_e10_c01,s03_e10_c01_u006,Rachel Green,Yeah.,Neutral,4,neutral
s03_e10_c01,s03_e10_c01_u007,Gunther,"Do you remember when you first came here, how you spent two weeks getting trained by another waitress?",Neutral,5,neutral
s03_e10_c01,s03_e10_c01_u008,Rachel Green,"Oh, sure! Do you need me to train somebody new?",Joyful,6,positive
s03_e10_c01,s03_e10_c01_u009,Gunther,"Good one. Actually, ah, Terry wants you to take the training again, whenever.",Powerful,7,neutral
s03_e10_c01,s03_e10_c01_u010,Rachel Green,"Eh, do you believe that?",Mad,8,neutral
s03_e10_c01,s03_e10_c01_u011,Chandler Bing,Yeah?,Neutral,9,neutral
s03_e10_c02,s03_e10_c02_u002,Sarah Tuttle,"So that's two boxes of the Holiday Macaroons. On behalf of the Brown Birds of America, I salute you.",Neutral,0,positive
s03_e10_c02,s03_e10_c02_u003,Ross Geller,"Just admit it Chandler, you have no backhand.",Neutral,1,negative
s03_e10_c02,s03_e10_c02_u004,Chandler Bing,"Excuse me little one, I have a very solid backhand.",Joyful,2,positive
s03_e10_c02,s03_e10_c02_u005,Ross Geller,Shielding your face and shrieking like a girl... is not a backhand.,Peaceful,3,negative
s03_e10_c02,s03_e10_c02_u006,Chandler Bing,I was shrieking... like a Marine.,Joyful,4,negative
s03_e10_c02,s03_e10_c02_u008,Ross Geller,All right here. Watch me execute the three 'P's of championship play. Power. Precision. and penache.,Powerful,5,positive
s03_e10_c03,s03_e10_c03_u002,Monica Geller,You broke a little girl's leg?!!,Mad,0,negative
s03_e10_c03,s03_e10_c03_u003,Ross Geller,I know. I feel horrible. Okay.,Sad,1,negative
s03_e10_c03,s03_e10_c03_u004,Chandler Bing,Says here that a muppet got whacked on Seasame Street last night. Where exactly were around ten-ish?,Neutral,2,negative
s03_e10_c03,s03_e10_c03_u005,Ross Geller,"Well, I'm gonna go see her. I want to bring her something, what do you think she'll like?",Scared,3,negative
s03_e10_c03,s03_e10_c03_u006,Monica Geller,"Maybe a Hello Kitty doll, the ability to walk...",Mad,4,neutral
s03_e10_c03,s03_e10_c03_u008,Rachel Green,I'm gonna get back to retraining.,Neutral,5,neutral
s03_e10_c03,s03_e10_c03_u009,Ross Geller,"All right, see you guys.",Sad,6,neutral
s03_e10_c03,s03_e10_c03_u010,Chandler Bing,"Look out kids, he's coming!",Sad,7,positive
s03_e10_c03,s03_e10_c03_u011,Joey Tribbiani,And I gotta go sell some Christmas trees.,Neutral,8,neutral
s03_e10_c03,s03_e10_c03_u012,Phoebe Buffay,"Have fun. Oh wait, no, don't! I forgot I am totally against that now.",Mad,9,negative
s03_e10_c03,s03_e10_c03_u013,Joey Tribbiani,What? Me having a job?,Scared,10,negative
s03_e10_c03,s03_e10_c03_u014,Phoebe Buffay,"No, no, I am against innocent trees being cut down in their prime, and their, their corpses grotesquely dressed in like tinsel and twinkly lights. Hey, how do you sleep at night?",Mad,11,negative
s03_e10_c03,s03_e10_c03_u015,Joey Tribbiani,"Well, I'm pretty tired from lugging the trees around all day. Hey, Phoebe listen, you got this all wrong. Those trees were born to be Christmas trees, their fulfilling their life purpose, by, by making people happy.",Joyful,12,negative
s03_e10_c03,s03_e10_c03_u016,Phoebe Buffay,Really?,Mad,13,negative
s03_e10_c03,s03_e10_c03_u018,Chandler Bing,"Yes. Yes, and ah, ah, the trees are happy too, because for most of them, it's the only chance to see New York.",Powerful,14,negative
s03_e10_c03,s03_e10_c03_u020,Gunther,"...and after you've delivered the drinks, you take the empty tray....",Neutral,15,neutral
s03_e10_c03,s03_e10_c03_u021,Rachel Green,"Gunther, Gunther, please, I've worked here for two and a half years, I know the empty trays go over there.",Mad,16,negative
s03_e10_c03,s03_e10_c03_u022,Gunther,What if you put them here.,Mad,17,neutral
s03_e10_c03,s03_e10_c03_u023,Rachel Green,"Huh. Well, y'know that's actually a really good idea, because that way they'll be closer to the mugs. Y'know what, you should have the other waitresses do that too.",Joyful,18,neutral
s03_e10_c03,s03_e10_c03_u024,Gunther,They already do. That's why they call it the 'tray spot.',Neutral,19,neutral
s03_e10_c03,s03_e10_c03_u025,Rachel Green,"Gee, I always heard them talk about that, I just always thought that it was a club they went to. Oh God, I'm, I'm sorry.",Sad,20,neutral
s03_e10_c03,s03_e10_c03_u026,Gunther,It's all right. Sweetheart.,Peaceful,21,neutral
s03_e10_c04,s03_e10_c04_u002,Ross Geller,"So, this must be kinda neat for ya, huh? I mean, your Dad tells me that you get a couple of days off school, and you, you ah, don't have to sell those cookies anymore.",Peaceful,0,positive
s03_e10_c04,s03_e10_c04_u003,Sarah Tuttle,"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a real space shuttle.",Joyful,1,positive
s03_e10_c04,s03_e10_c04_u004,Ross Geller,"Wow, you ah, you really like all this space stuff, huh?",Peaceful,2,positive
s03_e10_c04,s03_e10_c04_u005,Sarah Tuttle,"Yeah. My Dad says if I spend as much time helping him clean apartments, as I do daydreaming about outer space, he'd be able to afford a trip to the Taj Mahal.",Joyful,3,neutral
s03_e10_c04,s03_e10_c04_u006,Ross Geller,I think you would have to clean a whole lot of apartments to go all the way to India.,Neutral,4,neutral
s03_e10_c04,s03_e10_c04_u007,Sarah Tuttle,"No. The one in Atlantic City, Dad loves the slots. He says he's gonna double the college money my Grandma left me.",Powerful,5,neutral
s03_e10_c04,s03_e10_c04_u008,Ross Geller,"Huh. Well, good luck to Dad. Say, how many more boxes would you have to sell in order to win?",Neutral,6,neutral
s03_e10_c04,s03_e10_c04_u009,Sarah Tuttle,The girl who won last year sold four hundred and seventy-five.,Neutral,7,neutral
s03_e10_c04,s03_e10_c04_u010,Ross Geller,Yeah.,Neutral,8,neutral
s03_e10_c04,s03_e10_c04_u011,Sarah Tuttle,"So far, I've sold seventy-five.",Neutral,9,neutral
s03_e10_c04,s03_e10_c04_u012,Ross Geller,"Four hundred, huh? Well, that sounds do-able. How much are the boxes?",Scared,10,neutral
s03_e10_c04,s03_e10_c04_u013,Sarah Tuttle,Five dollars a box.,Joyful,11,neutral
s03_e10_c04,s03_e10_c04_u014,Ross Geller,And what is second prize?,Scared,12,neutral
s03_e10_c04,s03_e10_c04_u015,Sarah Tuttle,"A ten speed bike. But, I'd rather have something my Dad couldn't sell.",Powerful,13,neutral
s03_e10_c04,s03_e10_c04_u016,Ross Geller,"Well, that makes sense.",Peaceful,14,neutral
s03_e10_c04,s03_e10_c04_u017,Sarah Tuttle,"Could you do me one favor, if it's not too much trouble?",Neutral,15,neutral
s03_e10_c04,s03_e10_c04_u018,Ross Geller,"Yeah, Sarah, anything.",Peaceful,16,neutral
s03_e10_c04,s03_e10_c04_u019,Sarah Tuttle,"Could you pull open the curtains for me? The astronauts from the space shuttle are gonna be on the news, and since we don't have a TV, the lady across the alley said she'd push hers up to a window, so I could watch it.",Sad,17,neutral
s03_e10_c05,s03_e10_c05_u002,Woman,Yesss?,Scared,0,neutral
s03_e10_c05,s03_e10_c05_u003,Ross Geller,"Hi, I'm selling Brown Bird cookies.",Peaceful,1,neutral
s03_e10_c05,s03_e10_c05_u004,Woman,"You're no Brown Bird, I can see you through my peephole.",Scared,2,neutral
s03_e10_c05,s03_e10_c05_u005,Ross Geller,"No, hi, I'm, I'm an honorary Brown Bird",Joyful,3,neutral
s03_e10_c05,s03_e10_c05_u006,Woman,What does that mean?,Scared,4,neutral
s03_e10_c05,s03_e10_c05_u007,Ross Geller,"Ah, well, it means that I can sell cookies, but I'm not invited to sleep-overs.",Neutral,5,neutral
s03_e10_c05,s03_e10_c05_u008,Woman,"I can dial 9-1-1 at the touch of a button, y'know. Now, go away!",Mad,6,negative
s03_e10_c05,s03_e10_c05_u009,Ross Geller,"No, please, please, um, it's for a poor little girl who wants to go to Spacecamp more than anything in the world.",Scared,7,negative
s03_e10_c05,s03_e10_c05_u010,Woman,"I'm pressing, a policeman is on his way.",Mad,8,neutral
s03_e10_c05,s03_e10_c05_u011,Ross Geller,"Okay, okay! I'm going. I'm going.",Scared,9,positive
s03_e10_c05,s03_e10_c05_u012,Woman,I can still see you!,Mad,10,negative
s03_e10_c05,s03_e10_c05_u013,Ross Geller,All right!!,Mad,11,negative
s03_e10_c06,s03_e10_c06_u002,Phoebe Buffay,Hey.,Neutral,0,neutral
s03_e10_c06,s03_e10_c06_u003,Joey Tribbiani,"Hey. What, what are you doing here?",Neutral,1,neutral
s03_e10_c06,s03_e10_c06_u004,Phoebe Buffay,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental. Yeah, oh, but oh...",Powerful,2,negative
s03_e10_c06,s03_e10_c06_u005,Joey Tribbiani,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",Peaceful,3,neutral
s03_e10_c06,s03_e10_c06_u006,Phoebe Buffay,Destiny.,Powerful,4,neutral
s03_e10_c06,s03_e10_c06_u007,Joey Tribbiani,Sure.,Neutral,5,neutral
s03_e10_c06,s03_e10_c06_u008,Phoebe Buffay,Yes.,Neutral,6,neutral
s03_e10_c06,s03_e10_c06_u009,Joey Tribbiani,All right.,Peaceful,7,neutral
s03_e10_c06,s03_e10_c06_u010,Phoebe Buffay,Okay. Yikes! That one doesn't look very fulfilled.,Scared,8,negative
s03_e10_c06,s03_e10_c06_u011,Joey Tribbiani,"Oh, that's, that's ah, one of the old ones, he's just taking it to the back.",Neutral,9,neutral
s03_e10_c06,s03_e10_c06_u012,Phoebe Buffay,"You keep the old ones in the back, that is so ageist.",Powerful,10,negative
s03_e10_c06,s03_e10_c06_u013,Joey Tribbiani,Well we have to make room for the fresh ones.,Powerful,11,neutral
s03_e10_c06,s03_e10_c06_u014,Phoebe Buffay,"So, what happens to the old guys?",Peaceful,12,negative
s03_e10_c06,s03_e10_c06_u015,Joey Tribbiani,"Well, they go into the chipper.",Neutral,13,neutral
s03_e10_c06,s03_e10_c06_u016,Phoebe Buffay,"Why, do I have a feeling that's not as happy as it sounds? No! Nooooo!!!",Scared,14,negative
s03_e10_c06,s03_e10_c06_u017,Joey Tribbiani,Hey! Hey!!,Scared,15,positive
s03_e10_c09,s03_e10_c09_u002,Joey Tribbiani,"Okay, and ah, this one here is a Douglas Fir, now it's a little more money, but you get a nicer smell.",Joyful,0,neutral
s03_e10_c09,s03_e10_c09_u003,Guy,Looks good. I'll take it.,Joyful,1,neutral
s03_e10_c09,s03_e10_c09_u004,Phoebe Buffay,"Wait, wait, wait, wait, wait! No, no, you don't want that one. No, you can have this cool brown one.",Powerful,2,positive
s03_e10_c09,s03_e10_c09_u005,Guy,It's-it's-it's almost dead!,Mad,3,negative
s03_e10_c09,s03_e10_c09_u006,Phoebe Buffay,"Okay but that's why you have to buy it, so it can fulfil it's Christmas destiny, otherwise there gonna throw it into the chipper. Tell him, Joey",Mad,4,neutral
s03_e10_c09,s03_e10_c09_u007,Joey Tribbiani,"Yeah, the ah, trees that don't fulfil their Christmas destiny are thrown in the chipper.",Sad,5,neutral
s03_e10_c09,s03_e10_c09_u008,Guy,I-I think I'm gonna look around a little bit more.,Scared,6,neutral
s03_e10_c09,s03_e10_c09_u009,Joey Tribbiani,"Pheebs, you gotta stop this, I working on commission here.",Mad,7,negative
s03_e10_c09,s03_e10_c09_u010,Monica Geller,"Hey, guys. I'm here to pick out my Christmas tree.",Joyful,8,neutral
s03_e10_c09,s03_e10_c09_u011,Phoebe Buffay,"Well look no further, this one's yours! Ahhh.",Powerful,9,positive
s03_e10_c09,s03_e10_c09_u012,Monica Geller,Is this the one that I threw out last year?,Powerful,10,negative
s03_e10_c09,s03_e10_c09_u013,Phoebe Buffay,"All right y'know what, nevermind! Everyone wants to have a green one! I'm sorry, I'm sorry, I didn't mean to get so emotional, I guess it's just the holidays, it's hard.",Scared,11,negative
s03_e10_c09,s03_e10_c09_u014,Monica Geller,"Oh honey, is that 'cause your Mom died around Christmas?",Powerful,12,negative
s03_e10_c09,s03_e10_c09_u015,Phoebe Buffay,"Oh, I wasn't even thinking about that.",Powerful,13,negative
s03_e10_c09,s03_e10_c09_u016,Monica Geller,Oh.,Sad,14,negative
s03_e10_c10,s03_e10_c10_u002,Ross Geller,"Hi there. How many, how many ah, did you sell?",Neutral,0,neutral
s03_e10_c10,s03_e10_c10_u003,Girl,I'm not gonna tell you! You're the bad man who broke Sarah's leg.,Mad,1,negative
s03_e10_c10,s03_e10_c10_u004,Ross Geller,"Hey now! That was an accident, okay.",Peaceful,2,negative
s03_e10_c10,s03_e10_c10_u005,Girl,You're a big scrud.,Mad,3,negative
s03_e10_c10,s03_e10_c10_u006,Ross Geller,What's a scrud?,Peaceful,4,negative
s03_e10_c10,s03_e10_c10_u007,Girl,"Why don't you look in the mirror, scrud.",Mad,5,negative
s03_e10_c10,s03_e10_c10_u008,Ross Geller,I don't have too. I can just look at you.,Joyful,6,neutral
s03_e10_c10,s03_e10_c10_u009,Leader,"All right girls, and man. Let's see your final tallies. Ohhhh, Debbie, 321 boxes of cookies, Very nice.",Neutral,7,positive
s03_e10_c10,s03_e10_c10_u010,Ross Geller,Not nice enough.,Scared,8,negative
s03_e10_c10,s03_e10_c10_u011,Leader,"Charla, 278. Sorry, dear, but still good.",Peaceful,9,neutral
s03_e10_c10,s03_e10_c10_u012,Ross Geller,Good for a scrud.,Joyful,10,neutral
s03_e10_c10,s03_e10_c10_u013,Leader,"Oh, yes Elizabeth. Ah, 871.",Neutral,11,neutral
s03_e10_c10,s03_e10_c10_u014,Ross Geller,That's crap!! Sister Brown Bird. Good going.,Joyful,12,positive
s03_e10_c10,s03_e10_c10_u015,Leader,Who's next?,Powerful,13,neutral
s03_e10_c10,s03_e10_c10_u016,Ross Geller,Hi there!,Joyful,14,positive
s03_e10_c10,s03_e10_c10_u017,Leader,"Hi. And batting for Sarah, Ross Geller, 872. Although, it looks like you bought an awful lot of cookies yourself.",Joyful,15,neutral
s03_e10_c10,s03_e10_c10_u018,Ross Geller,"Um, that is because my doctor says that I have a very serious.... nuget.... diffency.",Scared,16,negative
s03_e10_c11,s03_e10_c11_u002,Chandler Bing,"Tell us what happened, Brown Bird Ross.",Neutral,0,neutral
s03_e10_c11,s03_e10_c11_u003,Ross Geller,"Well, I lost. Some little girl loaned her uniform to her nineteen year old sister, who went down to the U.S.S. Nimitz, and sold over 2,000 boxes.",Sad,1,negative
s03_e10_c11,s03_e10_c11_u004,Chandler Bing,Hey! How'd the interview go?,Joyful,2,positive
s03_e10_c11,s03_e10_c11_u005,Rachel Green,"Oh, I blew it. I wouldn't of even hired me.",Sad,3,negative
s03_e10_c11,s03_e10_c11_u006,Ross Geller,"Oh, come here sweetie, listen, you're gonna go on like a thousand interviews before you get a job. That's not how that was supposed to come out.",Peaceful,4,negative
s03_e10_c11,s03_e10_c11_u007,Phoebe Buffay,This is the worst Christmas ever.,Sad,5,negative
s03_e10_c11,s03_e10_c11_u008,Chandler Bing,"Y'know what Rach, maybe you should just, y'know stay here at the coffee house.",Peaceful,6,negative
s03_e10_c11,s03_e10_c11_u009,Rachel Green,"I can't! It's too late! Terry already hired that girl over there. Look at her, she's even got waitress experience. Last night she was teaching everybody how to make napkin.... swans.",Sad,7,negative
s03_e10_c11,s03_e10_c11_u010,Ross Geller,That word was swans.,Neutral,8,neutral
s03_e10_c12,s03_e10_c12_u002,Chandler Bing,"Well seeing that drunk Santa wet himself, really perked up my Christmas.",Joyful,0,positive
s03_e10_c12,s03_e10_c12_u004,Phoebe Buffay,Oh! Oh my God!,Scared,1,negative
s03_e10_c12,s03_e10_c12_u005,"Joey Tribbiani, Monica Geller",Merry Christmas!!,Joyful,2,positive
s03_e10_c12,s03_e10_c12_u006,Phoebe Buffay,"You saved them! You guys! Oh God, you're the best!",Joyful,3,positive
s03_e10_c12,s03_e10_c12_u007,Chandler Bing,It's like 'Night of the Living Dead Christmas Trees.',Neutral,4,positive
s03_e10_c12,s03_e10_c12_u009,Rachel Green,"Hello? Yeah, this is she. Oh! You're kidding! You're kidding! Oh thank you! I love you!",Neutral,5,positive
s03_e10_c12,s03_e10_c12_u010,Chandler Bing,"Sure, everybody loves a kidder.",Joyful,6,positive
s03_e10_c12,s03_e10_c12_u011,Rachel Green,I got the job!,Joyful,7,positive
s03_e10_c12,s03_e10_c12_u012,#ALL#,That's great! Hey! Excellent!,Joyful,8,positive
s03_e10_c12,s03_e10_c12_u013,Phoebe Buffay,"Oh, God bless us, everyone.",Joyful,9,positive
s03_e10_c15,s03_e10_c15_u002,Ross Geller,"I'm, I'm sorry you didn't get to go to Spacecamp, and I'm hoping that maybe somehow, this may make up for it. Presenting Sarah Tuttle's Private Very Special Spacecamp!!",Joyful,0,negative
s03_e10_c15,s03_e10_c15_u003,Sarah Tuttle,"Really Mr. Geller, you don't have to do this.",Scared,1,negative
s03_e10_c15,s03_e10_c15_u004,Ross Geller,Oh come on! Here we go! Stand by for mission countdown!,Joyful,2,positive
s03_e10_c15,s03_e10_c15_u005,Joey Tribbiani,"Ten, ten.., nine, nine, nine...., eight, eight, eight... Okay, Blast off!",Joyful,3,positive
s03_e10_c15,s03_e10_c15_u007,Chandler Bing,I'm an alien. I'm an alien.,Joyful,4,neutral
s03_e10_c15,s03_e10_c15_u008,Ross Geller,Oh no! An asteroid!,Joyful,5,negative
s03_e11_c01,s03_e11_c01_u002,Joey Tribbiani,"Okay, pick a card, any card. All right, now memorize it. Show to everybody. Got it?",Joyful,0,neutral
s03_e11_c01,s03_e11_c01_u003,Monica Geller,Um-mm.,Neutral,1,neutral
s03_e11_c01,s03_e11_c01_u004,Joey Tribbiani,"All right, give it back to me. 5 of hearts.",Joyful,2,neutral
s03_e11_c01,s03_e11_c01_u006,Ross Geller,Real magic does exist.,Joyful,3,positive
s03_e11_c01,s03_e11_c01_u007,Rachel Green,Wow.,Joyful,4,positive
s03_e11_c01,s03_e11_c01_u008,Monica Geller,"Wow. Joey, how do you do it?",Neutral,5,positive
s03_e11_c01,s03_e11_c01_u009,Joey Tribbiani,"I can't tell you that, no.",Powerful,6,neutral
s03_e11_c01,s03_e11_c01_u011,Ross Geller,"Ah, somebody's at the door on the ceiling.",Neutral,7,positive
s03_e11_c01,s03_e11_c01_u012,Rachel Green,"Noo, that's our unbelievably loud upstairs neighbor.",Mad,8,positive
s03_e11_c01,s03_e11_c01_u013,Monica Geller,"He took up the carpet, and now you can hear everything.",Mad,9,positive
s03_e11_c01,s03_e11_c01_u014,Phoebe Buffay,"Why don't you go up there and ask him to 'step lightly, please?'",Powerful,10,negative
s03_e11_c01,s03_e11_c01_u015,Monica Geller,"I have like five times, but the guy is so charming, that I go up there to yell and then I end up apologizing to him.",Sad,11,negative
s03_e11_c01,s03_e11_c01_u016,Phoebe Buffay,"Ooh, that is silly. I'll go up there, I'll tell him to keep it down.",Mad,12,negative
s03_e11_c01,s03_e11_c01_u017,Monica Geller,"All right, be my guest.",Powerful,13,neutral
s03_e11_c01,s03_e11_c01_u018,Rachel Green,Good luck.,Sad,14,neutral
s03_e11_c01,s03_e11_c01_u020,Joey Tribbiani,"All right, all right, all right, all right, all right, you really wanna know how I did it, I'll show ya. When you handed me back the card, what you didn't see was, I looked at it so fast that it was invisible to the naked eye. I just did it. I just did it, again. Here, I'll slow it down so that you guys can see it.",Joyful,15,positive
s03_e11_c01,s03_e11_c01_u021,#ALL#,"Oh, I got it.",Neutral,16,positive
s03_e11_c01,s03_e11_c01_u023,Phoebe Buffay,"Yeah, look I was with my friend downstairs and we hear everything up here that you do, and I am sick and tired... .",Mad,17,negative
s03_e11_c01,s03_e11_c01_u024,Guy,"Whoa, you are very beautiful.",Joyful,18,positive
s03_e11_c01,s03_e11_c01_u025,Phoebe Buffay,"Oh, thank you.",Joyful,19,positive
s03_e11_c02,s03_e11_c02_u002,Chandler Bing,"Hey, anybody got a length of rope about six feet long with a little nouse at the end?",Mad,0,neutral
s03_e11_c02,s03_e11_c02_u003,Monica Geller,"Honey, what's the matter?",Peaceful,1,neutral
s03_e11_c02,s03_e11_c02_u004,Chandler Bing,I just saw Janice.,Mad,2,negative
s03_e11_c02,s03_e11_c02_u005,#ALL#,Oh.,Neutral,3,neutral
s03_e11_c02,s03_e11_c02_u006,Chandler Bing,"Yeah, she was at Rockefeller Center skating with her husband, she looked so happy. I almost feel bad for whipping that kid's pretzel at them.",Sad,4,positive
s03_e11_c02,s03_e11_c02_u007,Joey Tribbiani,"Man, I remember the first time I saw that girl Katherine, after we broke up. She was just walking with her friend Donna, just laughing and talking. God, it killed me.",Sad,5,negative
s03_e11_c02,s03_e11_c02_u008,Chandler Bing,"Yes, but you ended up having sex with both of them that afternoon.",Neutral,6,neutral
s03_e11_c02,s03_e11_c02_u009,Joey Tribbiani,"Sorry, I just, any excuse to tell that story y'know....",Sad,7,negative
s03_e11_c02,s03_e11_c02_u010,Ross Geller,"Hey Chandler, there's a party tomorrow, you'll feel better then.",Peaceful,8,neutral
s03_e11_c02,s03_e11_c02_u011,Chandler Bing,"Oh, y'know what, I'm gonna be okay, you don't have to throw a party for me.",Neutral,9,neutral
s03_e11_c02,s03_e11_c02_u012,Monica Geller,It's Joey's birthday.,Joyful,10,neutral
s03_e11_c02,s03_e11_c02_u013,Chandler Bing,"Oh, well then, if anybody should have a party it should be him.",Neutral,11,negative
s03_e11_c02,s03_e11_c02_u015,Monica Geller,Sush!! I cannot believe she is still up there.,Mad,12,negative
s03_e11_c02,s03_e11_c02_u017,Chandler Bing,"Okay, well he totally screwed up the punch line. Y'know, it's supposed to be arrghh-eh og-errigh.",Neutral,13,negative
s03_e11_c03,s03_e11_c03_u002,Mr. Kaplan,"How's that coffee comin,' dear?",Joyful,0,neutral
s03_e11_c03,s03_e11_c03_u003,Rachel Green,"Yeah, right away Mr. Kaplan.",Neutral,1,neutral
s03_e11_c03,s03_e11_c03_u004,Mr. Kaplan,"I'm not supposed to drink coffee, it makes me gassy.",Mad,2,neutral
s03_e11_c03,s03_e11_c03_u005,Rachel Green,I know!,Neutral,3,positive
s03_e11_c03,s03_e11_c03_u006,Mr. Kaplan,"I'll bet your thinking, 'What's an intelligent girl who wants to be in fashion, doing making coffee?' Eh?",Powerful,4,negative
s03_e11_c03,s03_e11_c03_u007,Rachel Green,Op.,Neutral,5,neutral
s03_e11_c03,s03_e11_c03_u008,Mr. Kaplan,Eh.,Neutral,6,neutral
s03_e11_c03,s03_e11_c03_u009,Rachel Green,"Oh, you got me.",Neutral,7,positive
s03_e11_c03,s03_e11_c03_u010,Mr. Kaplan,"Well, don't think I haven't noticed your potential. Well, I've got a project for you that's a lot more related to fashion. How does that sound?",Powerful,8,neutral
s03_e11_c03,s03_e11_c03_u011,Rachel Green,"Oh, that sounds great.",Joyful,9,positive
s03_e11_c03,s03_e11_c03_u012,Mr. Kaplan,"Come on over here, sweetheart.",Joyful,10,neutral
s03_e11_c03,s03_e11_c03_u013,Rachel Green,"Oh thank you so much Mr. Kaplan, thank you so much.",Peaceful,11,positive
s03_e11_c03,s03_e11_c03_u014,Mr. Kaplan,I need these hangers separated ASAP. You're welcome.,Joyful,12,neutral
s03_e11_c04,s03_e11_c04_u002,Rachel Green,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",Mad,0,negative
s03_e11_c04,s03_e11_c04_u003,Monica Geller,"I know honey, I'm sorry.",Peaceful,1,negative
s03_e11_c04,s03_e11_c04_u004,Rachel Green,"Oh, I wanna quit, but then I think I should stick it out, then I think why would such a person stay in such a demeaning job, just because it's remotely related to the field they're interested in.",Mad,2,negative
s03_e11_c04,s03_e11_c04_u005,Monica Geller,"Gee, I don't know Rach. Order up!! I got a Yentel soup, a James Beans, and a Howdy hold the Dowdy!",Peaceful,3,positive
s03_e11_c04,s03_e11_c04_u006,Rachel Green,"Oh honey, come on, I'm sorry, I didn't.... I don't mind paying my dues, y'know, its just how much am I gonna learn about fashion by walking Mira, the arthritic seamstress, to the bathroom.",Scared,4,negative
s03_e11_c04,s03_e11_c04_u008,Rachel Green,Hi! Is my misery amusing to you?,Peaceful,5,negative
s03_e11_c04,s03_e11_c04_u009,Guy,"I'm sorry, I wa, I wa, I was just ah....",Joyful,6,negative
s03_e11_c04,s03_e11_c04_u010,Rachel Green,"It's not funny, this is actually my job.",Mad,7,negative
s03_e11_c04,s03_e11_c04_u011,Guy,"Oh believe me, I-I-I've been there. I had to sort mannequin heads at that Mannequins Plus.",Joyful,8,negative
